time_index,card.nic.bps.avg.r
1781829600000.0,5599513200
1781829615000.0,5776172800
1781829630000.0,5603181200
1781829645000.0,5291988400
1781829660000.0,5527727600
1781829675000.0,5396514400
1781829690000.0,5696004000
1781829705000.0,5912258000
1781829720000.0,6005841200
1781829735000.0,6056004800
1781829750000.0,5441976400
1781829765000.0,5935618400
1781829780000.0,6118834000
1781829795000.0,5856644400
1781829810000.0,5998130800
1781829825000.0,5578340400
1781829840000.0,5744341600
1781829855000.0,5396393600
1781829870000.0,4962442800
1781829885000.0,4950947600
1781829900000.0,4597956800
1781829915000.0,4578509600
1781829930000.0,4685365200
1781829945000.0,4661706400
1781829960000.0,4600232000
1781829975000.0,5056120000
1781829990000.0,4501277600
1781830005000.0,4677863200
1781830020000.0,5130080400
1781830035000.0,5341689600
1781830050000.0,5379018800
1781830065000.0,5527176400
1781830080000.0,5429054800
1781830095000.0,5417778800
1781830110000.0,5585530800
1781830125000.0,4850319600
1781830140000.0,4727589600
1781830155000.0,4806412400
1781830170000.0,5046070000
1781830185000.0,4986620800
1781830200000.0,5169598800
1781830215000.0,4911291200
1781830230000.0,4863011200
1781830245000.0,4745155600
1781830260000.0,4703038800
1781830275000.0,4414064400
1781830290000.0,4642579600
1781830305000.0,4492963200
1781830320000.0,3862527200
1781830335000.0,4017715600
1781830350000.0,4467699200
1781830365000.0,4787762800
1781830380000.0,4981416000
1781830395000.0,5292188400
1781830410000.0,5325634400
1781830425000.0,5218082800
1781830440000.0,5581184800
1781830455000.0,5178287600
1781830470000.0,4457968800
1781830485000.0,4193003200
1781830500000.0,4431603600
1781830515000.0,5052943600
1781830530000.0,4586190400
1781830545000.0,4114483600
1781830560000.0,4460922000
1781830575000.0,4579913600
1781830590000.0,4609512800
1781830605000.0,5021868400
1781830620000.0,4980323600
1781830635000.0,5247898400
1781830650000.0,5071168000
1781830665000.0,5467956800
1781830680000.0,4882128800
1781830695000.0,4703648000
1781830710000.0,4769739200
1781830725000.0,4663079200
1781830740000.0,4382605600
1781830755000.0,4657408000
1781830770000.0,4608208800
1781830785000.0,4773229200
1781830800000.0,4036598000
1781830815000.0,4289785200
1781830830000.0,4686229600
1781830845000.0,4003939600
1781830860000.0,4627645200
1781830875000.0,4854265600
1781830890000.0,4493750400
1781830905000.0,5381390400
1781830920000.0,5340667200
1781830935000.0,4770586000
1781830950000.0,4376834800
1781830965000.0,4628916800
1781830980000.0,5029798800
1781830995000.0,5082788000
1781831010000.0,4864302400
1781831025000.0,4997603600
1781831040000.0,5127882400
1781831055000.0,5008649200
1781831070000.0,5165538400
1781831085000.0,5313312000
1781831100000.0,4971108800
1781831115000.0,5180976000
1781831130000.0,5138046800
1781831145000.0,4712565200
1781831160000.0,4512132000
1781831175000.0,4426685600
1781831190000.0,4501850000
1781831205000.0,5132216000
1781831220000.0,4889236400
1781831235000.0,4730587600
1781831250000.0,4592142800
1781831265000.0,5036206400
1781831280000.0,4883008000
1781831295000.0,4554923200
1781831310000.0,4851268400
1781831325000.0,4957681600
1781831340000.0,4976257600
1781831355000.0,4421699200
1781831370000.0,4124836800
1781831385000.0,3715908000
1781831400000.0,4129732000
1781831415000.0,5028382000
1781831430000.0,4762881600
1781831445000.0,4177188000
1781831460000.0,4186518800
1781831475000.0,4186292000
1781831490000.0,3946815600
1781831505000.0,3806028400
1781831520000.0,3732512800
1781831535000.0,3912943200
1781831550000.0,4074854800
1781831565000.0,4709059600
1781831580000.0,4291846000
1781831595000.0,4181452800
1781831610000.0,4216519600
1781831625000.0,4413650000
1781831640000.0,3980754000
1781831655000.0,4528106400
1781831670000.0,4826901600
1781831685000.0,4227092800
1781831700000.0,4499550400
1781831715000.0,4093395200
1781831730000.0,3784814400
1781831745000.0,3473013200
1781831760000.0,4092888000
1781831775000.0,4315006400
1781831790000.0,4008210400
1781831805000.0,3886512000
1781831820000.0,4209126000
1781831835000.0,4087410800
1781831850000.0,4066385200
1781831865000.0,3795210800
1781831880000.0,3797456000
1781831895000.0,4107271200
1781831910000.0,4398292400
1781831925000.0,4425880800
1781831940000.0,4491297200
1781831955000.0,3958376000
1781831970000.0,3746043200
1781831985000.0,3950236400
1781832000000.0,3835134000
1781832015000.0,3990590800
1781832030000.0,4437224400
1781832045000.0,4270586400
1781832060000.0,3952808400
1781832075000.0,3551048800
1781832090000.0,3874386800
1781832105000.0,3622936800
1781832120000.0,3137798160
1781832135000.0,3350051600
1781832150000.0,3147312400
1781832165000.0,3246263080
1781832180000.0,3060434520
1781832195000.0,3024291840
1781832210000.0,2693189600
1781832225000.0,2748048160
1781832240000.0,3181608000
1781832255000.0,3432103320
1781832270000.0,3768678800
1781832285000.0,3457078000
1781832300000.0,3765461600
1781832315000.0,3655230800
1781832330000.0,3336049040
1781832345000.0,3357778800
1781832360000.0,2987199200
1781832375000.0,3079626560
1781832390000.0,3274563800
1781832405000.0,3485263200
1781832420000.0,3594164000
1781832435000.0,3392892920
1781832450000.0,3055706000
1781832465000.0,2958701600
1781832480000.0,3014074000
1781832495000.0,3037521600
1781832510000.0,2698321200
1781832525000.0,2831267200
1781832540000.0,2920745760
1781832555000.0,2516233440
1781832570000.0,2855986160
1781832585000.0,2989740400
1781832600000.0,2581749760
1781832615000.0,2462353200
1781832630000.0,2707636800
1781832645000.0,2606076920
1781832660000.0,2674905200
1781832675000.0,2699520600
1781832690000.0,2829081200
1781832705000.0,2613463840
1781832720000.0,2284485440
1781832735000.0,2520811600
1781832750000.0,2320173480
1781832765000.0,2294805200
1781832780000.0,2682692400
1781832795000.0,2749906800
1781832810000.0,2305670400
1781832825000.0,2133492120
1781832840000.0,2122351000
1781832855000.0,2322164400
1781832870000.0,2572720960
1781832885000.0,2612588560
1781832900000.0,3113850400
1781832915000.0,2651282240
1781832930000.0,2977431760
1781832945000.0,2883951200
1781832960000.0,2573346000
1781832975000.0,2580733760
1781832990000.0,2565406520
1781833005000.0,2383002800
1781833020000.0,2180271200
1781833035000.0,1863732400
1781833050000.0,1807432920
1781833065000.0,1954616920
1781833080000.0,1976533000
1781833095000.0,2409449600
1781833110000.0,1996805320
1781833125000.0,1711611080
1781833140000.0,1570508480
1781833155000.0,1168588280
1781833170000.0,1543915920
1781833185000.0,1378043920
1781833200000.0,1207911600
1781833215000.0,1004070280
1781833230000.0,1475020200
1781833245000.0,1843164000
1781833260000.0,1861054680
1781833275000.0,2163914800
1781833290000.0,2093539200
1781833305000.0,1746616120
1781833320000.0,1667941360
1781833335000.0,1751370120
1781833350000.0,2066335600
1781833365000.0,2020027800
1781833380000.0,1947914240
1781833395000.0,1809887200
1781833410000.0,1776181200
1781833425000.0,1951627880
1781833440000.0,1909522800
1781833455000.0,2203269720
1781833470000.0,2446159480
1781833485000.0,2140973880
1781833500000.0,1975657600
1781833515000.0,1925468800
1781833530000.0,2147045800
1781833545000.0,2295002400
1781833560000.0,2269826240
1781833575000.0,2051793320
1781833590000.0,2114255600
1781833605000.0,2425792520
1781833620000.0,2486738800
1781833635000.0,2553927880
1781833650000.0,2319064000
1781833665000.0,2184067480
1781833680000.0,2148892400
1781833695000.0,2003667600
1781833710000.0,1795329040
1781833725000.0,1652345360
1781833740000.0,1778024800
1781833755000.0,2002504800
1781833770000.0,2060626400
1781833785000.0,2002808800
1781833800000.0,2041304680
1781833815000.0,1974631600
1781833830000.0,1988571760
1781833845000.0,1972193480
1781833860000.0,1873966680
1781833875000.0,1476310320
1781833890000.0,984693360
1781833905000.0,976059000
1781833920000.0,755953760
1781833935000.0,957677480
1781833950000.0,982319120
1781833965000.0,754563800
1781833980000.0,554714120
1781833995000.0,801848560
1781834010000.0,854910400
1781834025000.0,767687720
1781834040000.0,1176546600
1781834055000.0,1008852160
1781834070000.0,1051440960
1781834085000.0,1426535000
1781834100000.0,1592471440
1781834115000.0,1008309040
1781834130000.0,1378612800
1781834145000.0,1404437080
1781834160000.0,1575842720
1781834175000.0,1510102640
1781834190000.0,1595186160
1781834205000.0,1228508280
1781834220000.0,1030139680
1781834235000.0,888761600
1781834250000.0,962117720
1781834265000.0,801956880
