time_index,card.nic.bps.avg.t
1781829600000.0,3926350800
1781829615000.0,3380995880
1781829630000.0,4054143200
1781829645000.0,3523086000
1781829660000.0,3681811600
1781829675000.0,3490011200
1781829690000.0,4579769600
1781829705000.0,3538651600
1781829720000.0,3480168000
1781829735000.0,3172611200
1781829750000.0,3353705600
1781829765000.0,3136152000
1781829780000.0,3431362800
1781829795000.0,3540757200
1781829810000.0,3091094000
1781829825000.0,2880577320
1781829840000.0,3768954000
1781829855000.0,3831789200
1781829870000.0,3452584800
1781829885000.0,3265006000
1781829900000.0,3137132400
1781829915000.0,3678783200
1781829930000.0,3554620000
1781829945000.0,3470044000
1781829960000.0,3408506000
1781829975000.0,3886098000
1781829990000.0,3530092000
1781830005000.0,3763303600
1781830020000.0,4075914000
1781830035000.0,3780562000
1781830050000.0,3055960000
1781830065000.0,2977774400
1781830080000.0,3787088000
1781830095000.0,3239017200
1781830110000.0,3365202400
1781830125000.0,3613770000
1781830140000.0,3980287600
1781830155000.0,2466625200
1781830170000.0,3556683600
1781830185000.0,3442636000
1781830200000.0,3074882960
1781830215000.0,3959422000
1781830230000.0,3135756280
1781830245000.0,2995266400
1781830260000.0,3764409600
1781830275000.0,3751288400
1781830290000.0,3854433600
1781830305000.0,3723700400
1781830320000.0,3578044800
1781830335000.0,3124881400
1781830350000.0,3283332400
1781830365000.0,2926004640
1781830380000.0,3104628800
1781830395000.0,3323335080
1781830410000.0,2967634400
1781830425000.0,2795159600
1781830440000.0,2427718240
1781830455000.0,3744280800
1781830470000.0,2866085200
1781830485000.0,3221576000
1781830500000.0,3355797200
1781830515000.0,3189161360
1781830530000.0,3411583600
1781830545000.0,3820202800
1781830560000.0,3067129440
1781830575000.0,3108647200
1781830590000.0,2176197840
1781830605000.0,3423616600
1781830620000.0,3456763600
1781830635000.0,3035881880
1781830650000.0,3212668920
1781830665000.0,2992578560
1781830680000.0,3171208000
1781830695000.0,3068758400
1781830710000.0,2734760400
1781830725000.0,3185080000
1781830740000.0,3185341200
1781830755000.0,3717874400
1781830770000.0,2994441840
1781830785000.0,2859218120
1781830800000.0,2391231480
1781830815000.0,2763867760
1781830830000.0,2476953600
1781830845000.0,1726593600
1781830860000.0,2371308000
1781830875000.0,3341236400
1781830890000.0,2866298800
1781830905000.0,3465730400
1781830920000.0,3583178400
1781830935000.0,2324397040
1781830950000.0,3214403200
1781830965000.0,3283924160
1781830980000.0,3126350640
1781830995000.0,3117975200
1781831010000.0,2397717720
1781831025000.0,2711654400
1781831040000.0,3047688800
1781831055000.0,2990912120
1781831070000.0,3436416800
1781831085000.0,3005736000
1781831100000.0,2577717200
1781831115000.0,2367430400
1781831130000.0,2602063480
1781831145000.0,2752872800
1781831160000.0,2677845000
1781831175000.0,2277119200
1781831190000.0,2369603200
1781831205000.0,2370349880
1781831220000.0,2523862640
1781831235000.0,2179744560
1781831250000.0,2152603440
