time_index,card.nic.bps.avg.t
1781829600000.0,2174498400
1781829615000.0,2229119600
1781829630000.0,2430917840
1781829645000.0,2419317360
1781829660000.0,2188969200
1781829675000.0,2328212000
1781829690000.0,2305919800
1781829705000.0,2139363600
1781829720000.0,2231688000
1781829735000.0,2224968000
1781829750000.0,2248965200
1781829765000.0,2236970000
1781829780000.0,2346645600
1781829795000.0,2391128800
1781829810000.0,2321586600
1781829825000.0,2251043440
1781829840000.0,2370258960
1781829855000.0,2285656000
1781829870000.0,2185092520
1781829885000.0,2141657720
1781829900000.0,2058185200
1781829915000.0,2005487200
1781829930000.0,2115066280
1781829945000.0,2256288000
1781829960000.0,2210623480
1781829975000.0,2379120000
1781829990000.0,2335786400
1781830005000.0,2327526200
1781830020000.0,2289587200
1781830035000.0,2221054960
1781830050000.0,2413872800
1781830065000.0,2293390400
1781830080000.0,2168038600
1781830095000.0,2247258520
1781830110000.0,2236750800
1781830125000.0,2111581600
1781830140000.0,2082334000
1781830155000.0,2155960000
1781830170000.0,2218256160
1781830185000.0,2050045600
1781830200000.0,2000329200
1781830215000.0,2090480240
1781830230000.0,2107746000
1781830245000.0,2290161880
1781830260000.0,2010441320
1781830275000.0,2195106800
1781830290000.0,2188407600
1781830305000.0,2184677600
1781830320000.0,2276515600
1781830335000.0,2184942600
1781830350000.0,2284340800
1781830365000.0,2050733880
1781830380000.0,2464446800
1781830395000.0,2307359760
1781830410000.0,2409058920
1781830425000.0,2424023840
1781830440000.0,2142710400
1781830455000.0,2234531600
1781830470000.0,2282433760
1781830485000.0,2537502400
1781830500000.0,2520673480
1781830515000.0,2330113040
1781830530000.0,2229613360
1781830545000.0,2438638800
1781830560000.0,2475079200
1781830575000.0,2351028640
1781830590000.0,2396989840
1781830605000.0,2343254000
1781830620000.0,2294628000
1781830635000.0,2504904800
1781830650000.0,2185140800
1781830665000.0,2199297600
1781830680000.0,2295562640
1781830695000.0,2289866800
1781830710000.0,2471949600
1781830725000.0,2120608960
1781830740000.0,2039025600
1781830755000.0,2038461600
1781830770000.0,2107914800
1781830785000.0,2254123400
1781830800000.0,2375133200
1781830815000.0,2296793080
1781830830000.0,2262334680
1781830845000.0,2128354520
1781830860000.0,2184974000
1781830875000.0,2123935320
1781830890000.0,2142413400
1781830905000.0,2082223200
1781830920000.0,2234641400
1781830935000.0,2174628240
1781830950000.0,2078550800
1781830965000.0,2346177760
1781830980000.0,2186983600
1781830995000.0,2211293600
1781831010000.0,2213343200
1781831025000.0,2310062000
1781831040000.0,2187155200
1781831055000.0,2227480560
1781831070000.0,2166820400
1781831085000.0,2074767600
1781831100000.0,2364760000
1781831115000.0,2214605400
1781831130000.0,2289424800
1781831145000.0,2141821760
1781831160000.0,2322825200
1781831175000.0,2384829440
1781831190000.0,2235717200
1781831205000.0,2163450280
1781831220000.0,2281229600
1781831235000.0,2362957000
1781831250000.0,2297675360
1781831265000.0,2441210800
1781831280000.0,2285867200
1781831295000.0,2294572800
1781831310000.0,2175559200
1781831325000.0,2246601600
1781831340000.0,2302254000
1781831355000.0,2225106960
1781831370000.0,2280424400
1781831385000.0,2267537000
1781831400000.0,2176505040
1781831415000.0,2246620800
1781831430000.0,2269974120
1781831445000.0,2252505080
1781831460000.0,2338811600
1781831475000.0,2163107200
1781831490000.0,2171500560
1781831505000.0,2231682400
1781831520000.0,2243762160
1781831535000.0,2250623600
1781831550000.0,2091220600
1781831565000.0,2172355800
1781831580000.0,2085524400
1781831595000.0,1942333600
1781831610000.0,2222536920
1781831625000.0,2388353600
1781831640000.0,2360419600
1781831655000.0,2323149600
1781831670000.0,2386680200
1781831685000.0,2333849400
1781831700000.0,2259434800
1781831715000.0,2383264560
1781831730000.0,2461161880
1781831745000.0,2319095200
1781831760000.0,2307066680
1781831775000.0,2456036960
1781831790000.0,2547135200
1781831805000.0,2628858680
1781831820000.0,2439419480
1781831835000.0,2370249600
1781831850000.0,2428121080
1781831865000.0,2567615480
1781831880000.0,2470724400
1781831895000.0,2411248400
