time_index,card.nic.bps.avg.r
1781829600000.0,6648636800
1781829615000.0,6730449600
1781829630000.0,6812741200
1781829645000.0,6924455200
1781829660000.0,7005848000
1781829675000.0,7218165200
1781829690000.0,6992447200
1781829705000.0,6383977200
1781829720000.0,6730896800
1781829735000.0,7010837200
1781829750000.0,6377384800
1781829765000.0,6823411600
1781829780000.0,6993612800
1781829795000.0,6763554400
1781829810000.0,6896100800
1781829825000.0,7880216400
1781829840000.0,7508980000
1781829855000.0,7770137200
1781829870000.0,7323068000
1781829885000.0,7554732800
1781829900000.0,6940705600
1781829915000.0,6732304800
1781829930000.0,6511917600
1781829945000.0,6042108000
1781829960000.0,6124652800
1781829975000.0,6207218400
1781829990000.0,6347194400
1781830005000.0,6348188800
1781830020000.0,6816690000
1781830035000.0,6465682800
1781830050000.0,6036420800
1781830065000.0,5854463600
1781830080000.0,6172033200
1781830095000.0,5257415200
1781830110000.0,5625527200
1781830125000.0,5453887200
1781830140000.0,5490908000
1781830155000.0,4700398000
1781830170000.0,4830772400
1781830185000.0,4685286800
1781830200000.0,5665360800
1781830215000.0,5103190800
1781830230000.0,5616980000
1781830245000.0,5732179600
1781830260000.0,5274700400
1781830275000.0,5878096000
1781830290000.0,5824508000
1781830305000.0,5006021600
1781830320000.0,5385304000
1781830335000.0,5677143200
1781830350000.0,5138667200
1781830365000.0,6000433200
1781830380000.0,5859340000
1781830395000.0,5430836400
1781830410000.0,5958567600
1781830425000.0,5685278800
1781830440000.0,5949578400
1781830455000.0,5468649600
1781830470000.0,5021519200
1781830485000.0,5193270000
1781830500000.0,5230945200
1781830515000.0,5414065600
1781830530000.0,5870618000
1781830545000.0,6148099200
1781830560000.0,6026455600
1781830575000.0,6350826800
1781830590000.0,6767634000
1781830605000.0,6791974800
1781830620000.0,6762236400
1781830635000.0,5827026400
1781830650000.0,5723393600
1781830665000.0,5718124000
1781830680000.0,6180384000
1781830695000.0,6694226400
1781830710000.0,6332166000
1781830725000.0,6402410800
1781830740000.0,6127767600
1781830755000.0,6276046800
1781830770000.0,5546519600
1781830785000.0,5870052800
1781830800000.0,6134367200
1781830815000.0,5461216000
1781830830000.0,5856345200
1781830845000.0,5513368800
1781830860000.0,5794021600
1781830875000.0,5984309600
1781830890000.0,5521744400
1781830905000.0,6162743200
1781830920000.0,6037278800
1781830935000.0,5302630400
1781830950000.0,5294923600
1781830965000.0,5132387200
1781830980000.0,5103027600
1781830995000.0,5534005600
1781831010000.0,4552799200
1781831025000.0,5197061600
1781831040000.0,5264786000
1781831055000.0,5025313200
1781831070000.0,5321711200
1781831085000.0,5274332800
1781831100000.0,5631660800
1781831115000.0,5841263200
1781831130000.0,5877080000
1781831145000.0,6207057200
1781831160000.0,5847363600
1781831175000.0,5568804800
1781831190000.0,6197694400
1781831205000.0,5874153200
1781831220000.0,6326475200
1781831235000.0,6598416800
1781831250000.0,5780526000
1781831265000.0,5553776400
1781831280000.0,5349256400
1781831295000.0,5326144800
1781831310000.0,5545743600
1781831325000.0,5450100800
1781831340000.0,5191059600
1781831355000.0,5986316000
1781831370000.0,5884818400
1781831385000.0,6334765600
1781831400000.0,6151673600
1781831415000.0,5385370000
1781831430000.0,5788095200
1781831445000.0,5283678400
1781831460000.0,5541309600
1781831475000.0,5820610000
1781831490000.0,5480596800
1781831505000.0,6235659200
1781831520000.0,7026140800
1781831535000.0,6156943200
1781831550000.0,5511680800
1781831565000.0,5306928400
1781831580000.0,5185534000
1781831595000.0,5404457600
1781831610000.0,5526076400
1781831625000.0,5581955200
1781831640000.0,5214525200
1781831655000.0,5223844000
1781831670000.0,5682166000
1781831685000.0,5285768400
1781831700000.0,5373624800
1781831715000.0,5296858800
1781831730000.0,4455108000
1781831745000.0,4674291200
1781831760000.0,4655558400
1781831775000.0,5142818000
1781831790000.0,5757490800
1781831805000.0,5841344000
1781831820000.0,5726757200
1781831835000.0,5501264800
1781831850000.0,5425200800
1781831865000.0,5430050400
1781831880000.0,5652010400
1781831895000.0,5068730800
1781831910000.0,4781138400
1781831925000.0,5112477200
1781831940000.0,5363057200
1781831955000.0,4154757200
1781831970000.0,4125566400
1781831985000.0,3830560400
1781832000000.0,3722846800
1781832015000.0,3634603200
1781832030000.0,3797611600
