time_index,card.nic.pps.avg.t
1781829600000.0,170177
1781829615000.0,170442
1781829630000.0,194276
1781829645000.0,181247
1781829660000.0,181066
1781829675000.0,192681
1781829690000.0,188354
1781829705000.0,182021
1781829720000.0,169331
1781829735000.0,176272
1781829750000.0,182926
1781829765000.0,181290
1781829780000.0,176676
1781829795000.0,197786
1781829810000.0,194480
1781829825000.0,187674
1781829840000.0,188842
1781829855000.0,183627
1781829870000.0,189259
1781829885000.0,173878
1781829900000.0,179666
1781829915000.0,172848
1781829930000.0,179654
1781829945000.0,175655
1781829960000.0,191290
1781829975000.0,191040
1781829990000.0,192170
1781830005000.0,191294
1781830020000.0,187752
1781830035000.0,191261
1781830050000.0,180295
1781830065000.0,207164
1781830080000.0,198214
1781830095000.0,194685
1781830110000.0,196163
1781830125000.0,188420
1781830140000.0,190933
1781830155000.0,170061
1781830170000.0,186038
1781830185000.0,214360
1781830200000.0,198398
1781830215000.0,186845
1781830230000.0,189410
1781830245000.0,172096
1781830260000.0,198178
1781830275000.0,201534
1781830290000.0,194003
1781830305000.0,190229
1781830320000.0,191963
1781830335000.0,188668
1781830350000.0,193232
1781830365000.0,188748
1781830380000.0,190447
1781830395000.0,197626
1781830410000.0,208643
1781830425000.0,195103
1781830440000.0,195690
1781830455000.0,201724
1781830470000.0,205517
1781830485000.0,196295
1781830500000.0,206255
1781830515000.0,192963
1781830530000.0,207346
1781830545000.0,215554
1781830560000.0,192875
1781830575000.0,193442
1781830590000.0,198067
1781830605000.0,196748
1781830620000.0,180196
1781830635000.0,176831
1781830650000.0,179539
1781830665000.0,189632
1781830680000.0,185738
1781830695000.0,194413
1781830710000.0,198921
1781830725000.0,197632
1781830740000.0,180794
1781830755000.0,197548
1781830770000.0,207534
1781830785000.0,186155
1781830800000.0,201435
1781830815000.0,220147
1781830830000.0,213815
1781830845000.0,210705
1781830860000.0,230273
1781830875000.0,221032
1781830890000.0,200229
1781830905000.0,202972
1781830920000.0,205134
1781830935000.0,204991
1781830950000.0,201900
1781830965000.0,198780
1781830980000.0,191353
1781830995000.0,204120
1781831010000.0,204962
1781831025000.0,189456
1781831040000.0,190363
1781831055000.0,189049
1781831070000.0,206554
1781831085000.0,185290
1781831100000.0,208168
1781831115000.0,201387
1781831130000.0,197615
1781831145000.0,199671
1781831160000.0,210259
1781831175000.0,199280
1781831190000.0,210271
1781831205000.0,193012
1781831220000.0,189529
1781831235000.0,171956
1781831250000.0,184278
1781831265000.0,200789
1781831280000.0,182226
1781831295000.0,201888
1781831310000.0,208697
1781831325000.0,198051
1781831340000.0,184456
1781831355000.0,201016
1781831370000.0,192945
1781831385000.0,197796
1781831400000.0,197340
1781831415000.0,212751
