time_index,card.nic.pps.avg.t
1781829600000.0,276646
1781829615000.0,333705
1781829630000.0,337969
1781829645000.0,321365
1781829660000.0,408482
1781829675000.0,349500
1781829690000.0,320125
1781829705000.0,329706
1781829720000.0,308324
1781829735000.0,333699
1781829750000.0,327328
1781829765000.0,377975
1781829780000.0,365500
1781829795000.0,352669
1781829810000.0,323367
1781829825000.0,345648
1781829840000.0,301857
1781829855000.0,290388
1781829870000.0,291594
1781829885000.0,272741
1781829900000.0,276140
1781829915000.0,291090
1781829930000.0,380771
1781829945000.0,327782
1781829960000.0,390899
1781829975000.0,316446
1781829990000.0,301053
1781830005000.0,286815
1781830020000.0,356666
1781830035000.0,305278
1781830050000.0,336560
1781830065000.0,284960
1781830080000.0,289474
1781830095000.0,259766
1781830110000.0,312360
1781830125000.0,351352
1781830140000.0,244314
1781830155000.0,290078
1781830170000.0,325611
1781830185000.0,335239
1781830200000.0,306881
1781830215000.0,300915
1781830230000.0,318724
1781830245000.0,319207
1781830260000.0,267391
1781830275000.0,267901
1781830290000.0,229952
1781830305000.0,220665
1781830320000.0,241124
1781830335000.0,314188
1781830350000.0,360610
1781830365000.0,333004
1781830380000.0,266736
1781830395000.0,319185
1781830410000.0,299856
1781830425000.0,289374
1781830440000.0,253965
1781830455000.0,259802
1781830470000.0,311804
1781830485000.0,310805
1781830500000.0,297021
1781830515000.0,296225
1781830530000.0,306254
1781830545000.0,281815
1781830560000.0,325461
1781830575000.0,246334
1781830590000.0,298412
1781830605000.0,265982
1781830620000.0,210912
1781830635000.0,268624
1781830650000.0,364171
1781830665000.0,274192
1781830680000.0,266133
1781830695000.0,243756
1781830710000.0,236606
1781830725000.0,300217
1781830740000.0,269561
1781830755000.0,264914
1781830770000.0,267541
1781830785000.0,224111
1781830800000.0,260811
1781830815000.0,270108
1781830830000.0,294773
1781830845000.0,297010
1781830860000.0,363055
1781830875000.0,292426
1781830890000.0,302422
1781830905000.0,322618
1781830920000.0,282813
1781830935000.0,260645
1781830950000.0,286453
1781830965000.0,242384
1781830980000.0,222646
1781830995000.0,252580
1781831010000.0,270161
1781831025000.0,208090
1781831040000.0,298946
1781831055000.0,314631
1781831070000.0,281421
1781831085000.0,304953
1781831100000.0,272147
1781831115000.0,235457
1781831130000.0,263688
1781831145000.0,210772
1781831160000.0,235652
1781831175000.0,236227
1781831190000.0,222282
1781831205000.0,273604
1781831220000.0,228971
1781831235000.0,177642
1781831250000.0,208008
1781831265000.0,223304
1781831280000.0,213516
1781831295000.0,278220
1781831310000.0,201940
1781831325000.0,214047
1781831340000.0,125129
1781831355000.0,174350
1781831370000.0,209101
1781831385000.0,220472
1781831400000.0,241266
1781831415000.0,270619
1781831430000.0,260998
1781831445000.0,239635
1781831460000.0,236627
1781831475000.0,231580
1781831490000.0,220504
1781831505000.0,206696
1781831520000.0,231372
1781831535000.0,230902
1781831550000.0,252138
1781831565000.0,243069
1781831580000.0,203807
1781831595000.0,151391
1781831610000.0,177910
1781831625000.0,190972
1781831640000.0,180139
1781831655000.0,230870
1781831670000.0,170239
1781831685000.0,173535
1781831700000.0,227785
1781831715000.0,220934
1781831730000.0,217442
1781831745000.0,204306
1781831760000.0,201820
1781831775000.0,197647
1781831790000.0,242281
1781831805000.0,213855
1781831820000.0,226154
1781831835000.0,224016
1781831850000.0,195589
1781831865000.0,175339
1781831880000.0,206298
1781831895000.0,169264
1781831910000.0,199211
1781831925000.0,222669
1781831940000.0,207770
1781831955000.0,181120
1781831970000.0,228165
1781831985000.0,213566
1781832000000.0,194788
1781832015000.0,241095
1781832030000.0,198584
1781832045000.0,214518
1781832060000.0,231986
1781832075000.0,223291
1781832090000.0,201648
1781832105000.0,169039
1781832120000.0,147711
1781832135000.0,197369
1781832150000.0,184770
1781832165000.0,176056
1781832180000.0,133733
1781832195000.0,150376
1781832210000.0,228461
1781832225000.0,223688
1781832240000.0,200381
1781832255000.0,182512
1781832270000.0,194660
1781832285000.0,212590
1781832300000.0,148092
1781832315000.0,191450
1781832330000.0,176149
1781832345000.0,179590
1781832360000.0,203134
1781832375000.0,174822
1781832390000.0,163683
1781832405000.0,150856
1781832420000.0,244614
1781832435000.0,141225
1781832450000.0,122666
1781832465000.0,139708
1781832480000.0,126317
1781832495000.0,157422
1781832510000.0,185048
1781832525000.0,155702
1781832540000.0,181111
1781832555000.0,138925
1781832570000.0,192300
1781832585000.0,183432
1781832600000.0,199963
1781832615000.0,208299
1781832630000.0,142093
1781832645000.0,130916
1781832660000.0,168342
1781832675000.0,145059
1781832690000.0,145634
1781832705000.0,117785
1781832720000.0,133830
1781832735000.0,145679
1781832750000.0,146281
1781832765000.0,193516
1781832780000.0,199154
1781832795000.0,138380
1781832810000.0,130986
1781832825000.0,125551
1781832840000.0,135117
1781832855000.0,176218
1781832870000.0,141200
1781832885000.0,91130
1781832900000.0,102081
1781832915000.0,145341
1781832930000.0,128360
1781832945000.0,126826
1781832960000.0,120185
1781832975000.0,115161
1781832990000.0,98609
1781833005000.0,129774
1781833020000.0,152026
1781833035000.0,177328
1781833050000.0,156870
1781833065000.0,140805
1781833080000.0,141098
1781833095000.0,136606
1781833110000.0,205092
1781833125000.0,143044
1781833140000.0,138301
1781833155000.0,77142
1781833170000.0,129558
1781833185000.0,162091
1781833200000.0,116169
1781833215000.0,201581
1781833230000.0,110964
1781833245000.0,108852
1781833260000.0,98773
1781833275000.0,104308
1781833290000.0,86494
1781833305000.0,91031
1781833320000.0,130057
1781833335000.0,135039
1781833350000.0,120260
1781833365000.0,114108
1781833380000.0,145250
1781833395000.0,136675
1781833410000.0,113295
1781833425000.0,115885
1781833440000.0,100864
1781833455000.0,90884
1781833470000.0,72248
1781833485000.0,100989
1781833500000.0,82548
1781833515000.0,125608
1781833530000.0,120526
1781833545000.0,147476
1781833560000.0,141554
1781833575000.0,190085
1781833590000.0,130284
1781833605000.0,112001
1781833620000.0,113638
1781833635000.0,132371
1781833650000.0,116234
1781833665000.0,124810
1781833680000.0,136570
1781833695000.0,119513
1781833710000.0,100838
1781833725000.0,105622
1781833740000.0,119660
1781833755000.0,67528
1781833770000.0,72394
1781833785000.0,107590
1781833800000.0,91043
1781833815000.0,86586
1781833830000.0,91047
1781833845000.0,93551
1781833860000.0,102720
1781833875000.0,107503
1781833890000.0,128882
1781833905000.0,87105
1781833920000.0,137792
1781833935000.0,103182
1781833950000.0,102080
1781833965000.0,83218
1781833980000.0,88785
1781833995000.0,112938
1781834010000.0,104279
1781834025000.0,114475
1781834040000.0,90400
1781834055000.0,69242
1781834070000.0,107525
1781834085000.0,110180
1781834100000.0,108698
1781834115000.0,117225
1781834130000.0,65786
1781834145000.0,112280
1781834160000.0,93418
1781834175000.0,71033
1781834190000.0,110148
1781834205000.0,124004
1781834220000.0,128558
1781834235000.0,93680
1781834250000.0,91292
1781834265000.0,70334
1781834280000.0,63915
1781834295000.0,75316
1781834310000.0,47353
1781834325000.0,61851
1781834340000.0,65460
1781834355000.0,92411
1781834370000.0,61382
1781834385000.0,89042
1781834400000.0,76371
1781834415000.0,85898
1781834430000.0,74785
1781834445000.0,50661
1781834460000.0,61474
1781834475000.0,89646
1781834490000.0,82902
1781834505000.0,48640
1781834520000.0,99368
1781834535000.0,52506
1781834550000.0,65764
1781834565000.0,78672
1781834580000.0,61594
1781834595000.0,70303
1781834610000.0,71061
1781834625000.0,75760
1781834640000.0,57941
1781834655000.0,60120
1781834670000.0,84871
1781834685000.0,47535
1781834700000.0,61601
1781834715000.0,72045
1781834730000.0,137758
1781834745000.0,61913
1781834760000.0,50791
1781834775000.0,49742
1781834790000.0,57204
1781834805000.0,51256
1781834820000.0,53926
1781834835000.0,58492
1781834850000.0,53144
1781834865000.0,70158
1781834880000.0,95439
1781834895000.0,77137
1781834910000.0,106291
1781834925000.0,84892
1781834940000.0,121376
1781834955000.0,102477
1781834970000.0,71700
1781834985000.0,57338
1781835000000.0,86643
1781835015000.0,63824
1781835030000.0,69653
1781835045000.0,53849
1781835060000.0,76447
1781835075000.0,88382
1781835090000.0,83018
1781835105000.0,63052
1781835120000.0,108891
1781835135000.0,68081
1781835150000.0,46753
1781835165000.0,95213
1781835180000.0,37550
1781835195000.0,72213
1781835210000.0,69360
1781835225000.0,55982
1781835240000.0,60900
1781835255000.0,58378
1781835270000.0,45146
1781835285000.0,53762
1781835300000.0,53489
1781835315000.0,40499
1781835330000.0,54082
1781835345000.0,47953
1781835360000.0,44254
1781835375000.0,35566
1781835390000.0,99578
1781835405000.0,63082
1781835420000.0,42391
1781835435000.0,47438
1781835450000.0,84312
1781835465000.0,109310
1781835480000.0,98616
1781835495000.0,85703
1781835510000.0,70911
1781835525000.0,86239
1781835540000.0,72584
1781835555000.0,86265
1781835570000.0,114268
1781835585000.0,63112
1781835600000.0,92604
1781835615000.0,109678
1781835630000.0,64763
1781835645000.0,64974
1781835660000.0,31538
1781835675000.0,51895
