time_index,card.nic.pps.avg.r
1781829600000.0,515386
1781829615000.0,503068
1781829630000.0,534995
1781829645000.0,549531
1781829660000.0,562297
1781829675000.0,567634
1781829690000.0,564912
1781829705000.0,563335
1781829720000.0,514939
1781829735000.0,566230
1781829750000.0,570706
1781829765000.0,569296
1781829780000.0,568942
1781829795000.0,568138
1781829810000.0,558852
1781829825000.0,547330
1781829840000.0,572279
1781829855000.0,569673
1781829870000.0,566577
1781829885000.0,567452
1781829900000.0,569791
1781829915000.0,569354
1781829930000.0,570347
1781829945000.0,571589
1781829960000.0,564059
1781829975000.0,569703
1781829990000.0,558876
1781830005000.0,544742
1781830020000.0,565560
1781830035000.0,549865
1781830050000.0,563526
1781830065000.0,563899
1781830080000.0,567250
1781830095000.0,568430
1781830110000.0,567006
1781830125000.0,566028
1781830140000.0,562646
1781830155000.0,567798
1781830170000.0,530496
1781830185000.0,514315
1781830200000.0,519418
1781830215000.0,558146
1781830230000.0,518440
1781830245000.0,547394
1781830260000.0,521937
1781830275000.0,530066
1781830290000.0,524389
1781830305000.0,518708
1781830320000.0,477142
1781830335000.0,533595
1781830350000.0,561013
1781830365000.0,549583
1781830380000.0,562078
1781830395000.0,551907
1781830410000.0,545912
1781830425000.0,520829
1781830440000.0,554225
1781830455000.0,498909
1781830470000.0,484168
1781830485000.0,448026
1781830500000.0,440810
1781830515000.0,451967
1781830530000.0,525791
1781830545000.0,476849
1781830560000.0,456638
1781830575000.0,455088
1781830590000.0,412366
1781830605000.0,431717
1781830620000.0,388549
1781830635000.0,435586
1781830650000.0,434134
1781830665000.0,461232
1781830680000.0,445088
1781830695000.0,447748
1781830710000.0,494094
1781830725000.0,518021
1781830740000.0,496534
1781830755000.0,519222
1781830770000.0,551147
1781830785000.0,492256
1781830800000.0,504127
1781830815000.0,522309
1781830830000.0,478893
1781830845000.0,499248
1781830860000.0,517068
1781830875000.0,465710
1781830890000.0,478229
1781830905000.0,491772
1781830920000.0,517323
1781830935000.0,523723
1781830950000.0,553694
1781830965000.0,557447
1781830980000.0,501658
1781830995000.0,496569
1781831010000.0,505516
1781831025000.0,512032
1781831040000.0,481503
1781831055000.0,455406
1781831070000.0,496533
1781831085000.0,497744
1781831100000.0,471032
1781831115000.0,465187
1781831130000.0,483561
1781831145000.0,558386
1781831160000.0,554124
1781831175000.0,557216
1781831190000.0,459247
1781831205000.0,463709
1781831220000.0,468172
1781831235000.0,469438
1781831250000.0,485601
1781831265000.0,433528
1781831280000.0,402646
1781831295000.0,432446
1781831310000.0,416372
1781831325000.0,474662
1781831340000.0,415435
1781831355000.0,405863
1781831370000.0,484388
1781831385000.0,490162
1781831400000.0,407648
1781831415000.0,386038
1781831430000.0,389414
1781831445000.0,440429
1781831460000.0,479564
1781831475000.0,430049
1781831490000.0,422626
1781831505000.0,419377
1781831520000.0,375430
1781831535000.0,359114
1781831550000.0,340741
1781831565000.0,315680
1781831580000.0,322310
1781831595000.0,319936
1781831610000.0,319723
1781831625000.0,318683
1781831640000.0,368267
1781831655000.0,381777
1781831670000.0,362310
1781831685000.0,341053
1781831700000.0,376306
1781831715000.0,449420
1781831730000.0,436396
1781831745000.0,373941
1781831760000.0,387633
1781831775000.0,353226
1781831790000.0,350630
1781831805000.0,331108
1781831820000.0,328450
1781831835000.0,360870
1781831850000.0,323344
1781831865000.0,333819
1781831880000.0,277225
1781831895000.0,313571
1781831910000.0,368262
1781831925000.0,388875
1781831940000.0,384012
1781831955000.0,380618
1781831970000.0,386914
1781831985000.0,365214
1781832000000.0,335477
1781832015000.0,320598
1781832030000.0,333135
1781832045000.0,353676
1781832060000.0,335012
