time_index,card.nic.bps.avg.r
1781829600000.0,5228007600
1781829615000.0,4679810400
1781829630000.0,5021018400
1781829645000.0,4404331200
1781829660000.0,4771435600
1781829675000.0,4633753200
1781829690000.0,5130161200
1781829705000.0,5084750800
1781829720000.0,5337034000
1781829735000.0,5703419200
1781829750000.0,5696821600
1781829765000.0,5105031600
1781829780000.0,5115162400
1781829795000.0,4844765200
1781829810000.0,5125490000
1781829825000.0,4999773200
1781829840000.0,4327762400
1781829855000.0,4800922400
1781829870000.0,5550305200
1781829885000.0,5326904400
1781829900000.0,5433463600
1781829915000.0,5668034000
1781829930000.0,5901000400
1781829945000.0,6277194400
1781829960000.0,5482347200
1781829975000.0,4913258000
1781829990000.0,5045300000
1781830005000.0,5127365200
1781830020000.0,5169697600
1781830035000.0,5092372000
1781830050000.0,4995435600
1781830065000.0,4601689600
1781830080000.0,5112936000
1781830095000.0,4935781600
1781830110000.0,5057308000
1781830125000.0,5566260000
1781830140000.0,5168221200
1781830155000.0,5339084400
1781830170000.0,5424532400
1781830185000.0,4957171600
1781830200000.0,5007084400
1781830215000.0,4980682800
1781830230000.0,4536979200
1781830245000.0,4608617200
1781830260000.0,4995535600
1781830275000.0,5442885200
1781830290000.0,4992369600
1781830305000.0,4916459200
1781830320000.0,4732294400
1781830335000.0,4905795600
1781830350000.0,5048222400
1781830365000.0,4732232800
1781830380000.0,4749419200
1781830395000.0,4748763600
1781830410000.0,4459619200
1781830425000.0,4355720800
1781830440000.0,4403909600
1781830455000.0,4359414000
1781830470000.0,5544488800
1781830485000.0,5661854800
1781830500000.0,5058735200
1781830515000.0,5412871200
1781830530000.0,4986392400
1781830545000.0,4816560800
1781830560000.0,4949704000
1781830575000.0,4767805600
1781830590000.0,4605964400
1781830605000.0,4934096400
1781830620000.0,4438899200
1781830635000.0,4285447600
1781830650000.0,4698741200
1781830665000.0,4799459200
1781830680000.0,4659924000
1781830695000.0,4816764000
1781830710000.0,4935514800
1781830725000.0,4481677600
1781830740000.0,4881150000
1781830755000.0,5273423600
1781830770000.0,5572649600
1781830785000.0,5652950000
