time_index,card.nic.pps.avg.r
1781829600000.0,529206
1781829615000.0,549384
1781829630000.0,517217
1781829645000.0,508054
1781829660000.0,494582
1781829675000.0,457190
1781829690000.0,556844
1781829705000.0,547322
1781829720000.0,523158
1781829735000.0,492180
1781829750000.0,448735
1781829765000.0,505403
1781829780000.0,498641
1781829795000.0,484750
1781829810000.0,490160
1781829825000.0,553486
1781829840000.0,573259
1781829855000.0,545997
1781829870000.0,535886
1781829885000.0,489158
1781829900000.0,453920
1781829915000.0,481217
1781829930000.0,525978
1781829945000.0,501494
1781829960000.0,468540
1781829975000.0,417696
1781829990000.0,405020
1781830005000.0,420429
1781830020000.0,419974
1781830035000.0,493068
1781830050000.0,465999
1781830065000.0,526512
1781830080000.0,439812
1781830095000.0,436593
1781830110000.0,454530
1781830125000.0,499268
1781830140000.0,480872
1781830155000.0,435310
1781830170000.0,431462
1781830185000.0,470694
1781830200000.0,482030
1781830215000.0,526024
1781830230000.0,472215
1781830245000.0,516220
1781830260000.0,437512
1781830275000.0,412973
1781830290000.0,389231
1781830305000.0,410832
1781830320000.0,364710
1781830335000.0,377027
1781830350000.0,440159
1781830365000.0,436852
1781830380000.0,453834
1781830395000.0,431260
1781830410000.0,418194
1781830425000.0,424556
1781830440000.0,509051
1781830455000.0,466671
1781830470000.0,498747
1781830485000.0,430186
1781830500000.0,492420
1781830515000.0,435175
1781830530000.0,447295
1781830545000.0,518373
1781830560000.0,486850
1781830575000.0,469447
1781830590000.0,425327
1781830605000.0,403207
1781830620000.0,444003
1781830635000.0,437193
1781830650000.0,507622
1781830665000.0,462159
1781830680000.0,446214
1781830695000.0,439500
1781830710000.0,409818
1781830725000.0,450269
1781830740000.0,448962
1781830755000.0,455069
1781830770000.0,430169
1781830785000.0,403650
1781830800000.0,418293
1781830815000.0,442514
1781830830000.0,413172
1781830845000.0,401075
1781830860000.0,384568
1781830875000.0,455491
1781830890000.0,424565
1781830905000.0,401924
1781830920000.0,417388
1781830935000.0,401782
1781830950000.0,449838
1781830965000.0,447539
1781830980000.0,473081
1781830995000.0,468473
1781831010000.0,480976
1781831025000.0,387733
1781831040000.0,399730
1781831055000.0,310373
1781831070000.0,407318
1781831085000.0,408461
1781831100000.0,399065
1781831115000.0,371022
1781831130000.0,434455
1781831145000.0,423785
1781831160000.0,392109
1781831175000.0,387950
1781831190000.0,403858
1781831205000.0,450583
1781831220000.0,442484
1781831235000.0,424865
1781831250000.0,441130
1781831265000.0,450580
1781831280000.0,438626
1781831295000.0,447895
1781831310000.0,414062
1781831325000.0,359646
1781831340000.0,403813
1781831355000.0,381404
1781831370000.0,392928
1781831385000.0,478421
1781831400000.0,483760
1781831415000.0,394061
1781831430000.0,384304
1781831445000.0,462887
1781831460000.0,437618
1781831475000.0,355372
1781831490000.0,377974
1781831505000.0,402500
1781831520000.0,330973
1781831535000.0,367088
1781831550000.0,399118
1781831565000.0,417332
1781831580000.0,385565
1781831595000.0,404592
1781831610000.0,361116
1781831625000.0,331945
1781831640000.0,374252
1781831655000.0,375070
1781831670000.0,384302
1781831685000.0,383902
1781831700000.0,376527
1781831715000.0,344142
1781831730000.0,336893
1781831745000.0,374119
1781831760000.0,356617
1781831775000.0,364787
1781831790000.0,333572
1781831805000.0,331580
1781831820000.0,303971
1781831835000.0,345731
1781831850000.0,385371
1781831865000.0,347505
1781831880000.0,346841
1781831895000.0,339913
1781831910000.0,369711
1781831925000.0,404379
1781831940000.0,381214
1781831955000.0,349528
1781831970000.0,369200
1781831985000.0,341871
1781832000000.0,363641
1781832015000.0,291717
1781832030000.0,238534
1781832045000.0,236824
1781832060000.0,254126
1781832075000.0,294589
1781832090000.0,309534
1781832105000.0,274143
1781832120000.0,277437
1781832135000.0,292441
1781832150000.0,326210
1781832165000.0,331614
1781832180000.0,368087
1781832195000.0,345180
1781832210000.0,327387
1781832225000.0,290606
1781832240000.0,261019
1781832255000.0,236182
1781832270000.0,249282
1781832285000.0,238476
