time_index,card.nic.bps.avg.t
1781829600000.0,2369376400
1781829615000.0,2421870600
1781829630000.0,2385619200
1781829645000.0,2331666400
1781829660000.0,2435913200
1781829675000.0,2386728160
1781829690000.0,2469975440
1781829705000.0,2435688400
1781829720000.0,2242532960
1781829735000.0,2466079600
1781829750000.0,2276905760
1781829765000.0,2501548400
1781829780000.0,2573217800
1781829795000.0,2704992240
1781829810000.0,2496967080
1781829825000.0,2428736800
1781829840000.0,2704745080
1781829855000.0,2580715600
1781829870000.0,2493161880
1781829885000.0,2482493600
1781829900000.0,2587468600
1781829915000.0,2756014280
1781829930000.0,2580978000
1781829945000.0,2518526400
1781829960000.0,2497514000
1781829975000.0,2483692400
1781829990000.0,2439766800
1781830005000.0,2504431400
1781830020000.0,2431904960
1781830035000.0,2337308680
1781830050000.0,2543859720
1781830065000.0,2459690600
1781830080000.0,2424758000
1781830095000.0,2574447200
1781830110000.0,2497893360
1781830125000.0,2551355800
1781830140000.0,2733569600
1781830155000.0,2321495440
1781830170000.0,2393516640
1781830185000.0,2521073200
1781830200000.0,2678188800
1781830215000.0,2727136400
1781830230000.0,2820698000
1781830245000.0,2880260520
1781830260000.0,2644906200
1781830275000.0,2491516800
1781830290000.0,2578708000
1781830305000.0,2483812800
1781830320000.0,2625382000
1781830335000.0,2605078520
1781830350000.0,2514962000
1781830365000.0,2826361600
1781830380000.0,2689993600
1781830395000.0,2899473200
1781830410000.0,2848473200
1781830425000.0,2514581600
1781830440000.0,2705746120
1781830455000.0,2778334400
1781830470000.0,2683983880
1781830485000.0,2767813200
1781830500000.0,2672603600
1781830515000.0,2576970800
1781830530000.0,2956259320
1781830545000.0,2702131200
1781830560000.0,2740500680
1781830575000.0,2905072000
1781830590000.0,2640028800
1781830605000.0,2693920400
1781830620000.0,2883579480
1781830635000.0,2911272960
1781830650000.0,2809265760
1781830665000.0,2866680200
1781830680000.0,2626807200
1781830695000.0,2761630120
1781830710000.0,2803270800
1781830725000.0,2495656160
1781830740000.0,2635243720
1781830755000.0,2912380920
1781830770000.0,2617541840
1781830785000.0,2558746000
1781830800000.0,2645977200
1781830815000.0,2650345480
1781830830000.0,2617092000
1781830845000.0,2490925880
1781830860000.0,2787223200
1781830875000.0,2735147840
1781830890000.0,2695156120
1781830905000.0,2581374160
1781830920000.0,2665020640
1781830935000.0,2565361200
1781830950000.0,2498647600
1781830965000.0,2550939440
1781830980000.0,2592039200
1781830995000.0,2629826960
1781831010000.0,2450835440
1781831025000.0,2661488640
1781831040000.0,2539137440
1781831055000.0,2725152800
1781831070000.0,2743632800
1781831085000.0,2772358800
1781831100000.0,2747949880
1781831115000.0,2727840800
1781831130000.0,2569932000
1781831145000.0,2484902800
1781831160000.0,2487068280
1781831175000.0,2882409480
1781831190000.0,2749127880
