time_index,card.nic.bps.avg.t
1781829600000.0,3262356680
1781829615000.0,3227195200
1781829630000.0,3150136920
1781829645000.0,3491977200
1781829660000.0,3236758800
1781829675000.0,3325469480
1781829690000.0,2740675800
1781829705000.0,2543375760
1781829720000.0,2606295040
1781829735000.0,2510799480
1781829750000.0,2500047600
1781829765000.0,2456130400
1781829780000.0,454897200
1781829795000.0,10120678
1781829810000.0,8927935
1781829825000.0,10560134
1781829840000.0,10833096
1781829855000.0,11917806
1781829870000.0,22483028
1781829885000.0,9327381
1781829900000.0,10878618
1781829915000.0,12461154
1781829930000.0,9327347
1781829945000.0,9145286
1781829960000.0,11901646
1781829975000.0,9567710
1781829990000.0,10501312
1781830005000.0,8448002
1781830020000.0,8344107
1781830035000.0,8700962
1781830050000.0,10595362
1781830065000.0,10531274
1781830080000.0,8911688
1781830095000.0,8519162
1781830110000.0,8376749
1781830125000.0,9576024
1781830140000.0,10534219
1781830155000.0,9876370
1781830170000.0,8758042
1781830185000.0,9160037
1781830200000.0,15931602
1781830215000.0,19299928
1781830230000.0,14264778
1781830245000.0,9102525
1781830260000.0,8337625
1781830275000.0,9498286
1781830290000.0,11045674
1781830305000.0,10335786
1781830320000.0,8566950
1781830335000.0,9119990
1781830350000.0,10448723
1781830365000.0,12740248
1781830380000.0,11871704
1781830395000.0,9470415
1781830410000.0,9421525
1781830425000.0,10850422
1781830440000.0,12366643
1781830455000.0,9111274
1781830470000.0,10988425
1781830485000.0,25067900
1781830500000.0,11372306
1781830515000.0,11692172
1781830530000.0,9305541
1781830545000.0,8843622
1781830560000.0,7846869
1781830575000.0,9487202
1781830590000.0,10355657
1781830605000.0,8550342
1781830620000.0,9544739
1781830635000.0,8882486
1781830650000.0,10514654
1781830665000.0,16723744
1781830680000.0,15597472
1781830695000.0,8289592
1781830710000.0,8223221
1781830725000.0,9614912
1781830740000.0,10147751
1781830755000.0,8594322
1781830770000.0,8292835
1781830785000.0,9304880
1781830800000.0,10489742
1781830815000.0,11311672
1781830830000.0,16877162
1781830845000.0,9078739
1781830860000.0,12145710
1781830875000.0,9540390
1781830890000.0,10698752
1781830905000.0,8523330
1781830920000.0,8559257
1781830935000.0,9022848
1781830950000.0,10479648
1781830965000.0,21305498
1781830980000.0,10058747
1781830995000.0,8611050
1781831010000.0,8403123
1781831025000.0,9884127
1781831040000.0,13281195
1781831055000.0,16115938
1781831070000.0,8760166
1781831085000.0,8455680
1781831100000.0,90898068
1781831115000.0,389129140
1781831130000.0,212013656
1781831145000.0,82534924
1781831160000.0,9184230
1781831175000.0,10421298
1781831190000.0,11018618
1781831205000.0,9776872
1781831220000.0,8773903
1781831235000.0,9262096
1781831250000.0,10370431
1781831265000.0,12232589
1781831280000.0,10047749
1781831295000.0,11131882
1781831310000.0,24071028
1781831325000.0,18418532
1781831340000.0,10981349
1781831355000.0,10449414
1781831370000.0,9011370
1781831385000.0,10325759
1781831400000.0,9359546
1781831415000.0,9995507
1781831430000.0,8994755
1781831445000.0,8682267
1781831460000.0,8616879
1781831475000.0,9797931
1781831490000.0,16865716
1781831505000.0,21801034
1781831520000.0,9154007
1781831535000.0,10426278
1781831550000.0,11239309
1781831565000.0,11157638
1781831580000.0,15343252
1781831595000.0,9288254
1781831610000.0,8153046
1781831625000.0,9598178
1781831640000.0,12075278
1781831655000.0,8608675
1781831670000.0,8851443
1781831685000.0,9236826
1781831700000.0,76275264
1781831715000.0,109861312
1781831730000.0,100121224
1781831745000.0,30339784
1781831760000.0,13043342
1781831775000.0,10413417
1781831790000.0,10636382
1781831805000.0,8435434
1781831820000.0,8790278
