time_index,card.nic.bps.avg.t
1781829600000.0,4161832400
1781829615000.0,3875329200
1781829630000.0,3224040240
1781829645000.0,3448546400
1781829660000.0,4601748800
1781829675000.0,4140384000
1781829690000.0,3807783200
1781829705000.0,4022484000
1781829720000.0,4099478000
1781829735000.0,3203233400
1781829750000.0,3358939200
1781829765000.0,3278028000
1781829780000.0,3410395360
1781829795000.0,3282204280
1781829810000.0,3557412800
1781829825000.0,2882758000
1781829840000.0,3207563200
1781829855000.0,3955145200
1781829870000.0,3922090400
1781829885000.0,3971914800
1781829900000.0,3509892000
1781829915000.0,3161804200
1781829930000.0,2679347000
1781829945000.0,2791000280
1781829960000.0,2863273360
1781829975000.0,3000254000
1781829990000.0,3502237200
1781830005000.0,3150800400
1781830020000.0,4470999600
1781830035000.0,3844023600
1781830050000.0,3779352000
1781830065000.0,3996298800
1781830080000.0,4312134400
1781830095000.0,3593756000
1781830110000.0,3163654160
1781830125000.0,3124947760
1781830140000.0,3438997200
1781830155000.0,3408277080
1781830170000.0,2947635800
1781830185000.0,2849094800
1781830200000.0,3098072280
1781830215000.0,3026877040
1781830230000.0,3356790400
1781830245000.0,2891468000
1781830260000.0,2845486400
1781830275000.0,3795774800
1781830290000.0,3157262800
1781830305000.0,3221481880
1781830320000.0,3682986800
1781830335000.0,3769724000
1781830350000.0,4458205200
1781830365000.0,4032603600
1781830380000.0,3760508400
1781830395000.0,3052303600
1781830410000.0,3601961200
1781830425000.0,3598566000
1781830440000.0,4262413600
1781830455000.0,3795531200
1781830470000.0,3679583200
1781830485000.0,3920252400
1781830500000.0,3126194160
1781830515000.0,3898065600
1781830530000.0,3973702400
1781830545000.0,2988238400
1781830560000.0,2847983200
1781830575000.0,2989288000
1781830590000.0,3595051200
1781830605000.0,3598095200
1781830620000.0,3266038400
1781830635000.0,3149168000
1781830650000.0,3089564280
1781830665000.0,2656822400
1781830680000.0,3075631600
1781830695000.0,3241079600
1781830710000.0,3206583080
1781830725000.0,3525945200
1781830740000.0,3508409600
1781830755000.0,2923656800
1781830770000.0,3214166400
1781830785000.0,3309211600
1781830800000.0,3906117200
1781830815000.0,3685156400
1781830830000.0,3369157600
1781830845000.0,3275482400
1781830860000.0,3552462400
1781830875000.0,2783951480
1781830890000.0,2561338560
1781830905000.0,2750551440
1781830920000.0,2533522640
1781830935000.0,2915816000
1781830950000.0,3094498400
1781830965000.0,3796037600
1781830980000.0,3545674400
1781830995000.0,3858470400
1781831010000.0,3517980400
1781831025000.0,2843761040
1781831040000.0,3649822400
1781831055000.0,2229534000
1781831070000.0,2166452240
1781831085000.0,2434532400
1781831100000.0,2581310000
1781831115000.0,2772340000
1781831130000.0,2888540960
1781831145000.0,2952397400
1781831160000.0,2399016960
1781831175000.0,3052442200
1781831190000.0,2879477360
1781831205000.0,2709698960
1781831220000.0,3290057320
1781831235000.0,2981396000
1781831250000.0,3407132680
1781831265000.0,3033167200
1781831280000.0,2828430120
1781831295000.0,2904509200
1781831310000.0,3748879200
1781831325000.0,3443082400
1781831340000.0,3086447840
1781831355000.0,2594851200
1781831370000.0,2523014160
1781831385000.0,2775823200
1781831400000.0,2967802400
1781831415000.0,2777572560
1781831430000.0,2270665320
1781831445000.0,2577703320
1781831460000.0,2458392160
1781831475000.0,2562219600
1781831490000.0,2571884120
1781831505000.0,3170662400
1781831520000.0,3071427360
1781831535000.0,1982736400
1781831550000.0,1957366400
1781831565000.0,2409985040
1781831580000.0,1961467200
1781831595000.0,2866237200
1781831610000.0,2795995600
1781831625000.0,2265038800
1781831640000.0,2053292800
1781831655000.0,2157851840
1781831670000.0,2433216520
1781831685000.0,2067316520
1781831700000.0,2531295840
1781831715000.0,2656129440
1781831730000.0,2317108640
1781831745000.0,2166161000
1781831760000.0,2061060400
1781831775000.0,2054686800
1781831790000.0,2676535200
1781831805000.0,2262562600
1781831820000.0,1901262400
1781831835000.0,2372388000
1781831850000.0,1925282400
1781831865000.0,1961319200
1781831880000.0,2262228800
1781831895000.0,1740837200
1781831910000.0,1906182000
1781831925000.0,2219027880
1781831940000.0,2317131760
1781831955000.0,2679410680
1781831970000.0,2330767360
1781831985000.0,2146288800
1781832000000.0,2248942400
1781832015000.0,2305165600
1781832030000.0,2276198000
1781832045000.0,1847544400
1781832060000.0,2152691600
1781832075000.0,1858677360
1781832090000.0,2041439440
1781832105000.0,2325466800
1781832120000.0,1885455600
1781832135000.0,2316553200
1781832150000.0,2155318800
1781832165000.0,2621915760
1781832180000.0,2115559840
1781832195000.0,2790957040
1781832210000.0,2306102280
1781832225000.0,2053936400
1781832240000.0,1560839360
1781832255000.0,1888332600
1781832270000.0,1355392800
1781832285000.0,1279399200
1781832300000.0,1828094800
1781832315000.0,2041502520
1781832330000.0,1872722120
1781832345000.0,1826975760
1781832360000.0,1434959040
1781832375000.0,1652482880
1781832390000.0,1806446400
1781832405000.0,2209185200
1781832420000.0,1556803480
1781832435000.0,1246902880
1781832450000.0,1830826400
1781832465000.0,1709283120
1781832480000.0,1582297800
1781832495000.0,1817084800
1781832510000.0,1353592720
1781832525000.0,1833663080
1781832540000.0,1672209320
1781832555000.0,1180335520
1781832570000.0,1515514080
1781832585000.0,1472495520
1781832600000.0,1868293200
1781832615000.0,1452218680
1781832630000.0,1341633960
1781832645000.0,1732461200
1781832660000.0,1798417600
1781832675000.0,1860357320
1781832690000.0,2196399720
1781832705000.0,2071635600
1781832720000.0,2195345400
1781832735000.0,1505815360
1781832750000.0,1845501200
1781832765000.0,1623532560
1781832780000.0,2023407000
1781832795000.0,1373235320
1781832810000.0,1050526600
1781832825000.0,995104480
1781832840000.0,1452452440
1781832855000.0,1477135760
1781832870000.0,1507204400
1781832885000.0,1767459040
1781832900000.0,1327659200
1781832915000.0,1532037920
