time_index,card.nic.pps.avg.r
1781829600000.0,474704
1781829615000.0,490597
1781829630000.0,439294
1781829645000.0,491346
1781829660000.0,487919
1781829675000.0,449970
1781829690000.0,427932
1781829705000.0,431387
1781829720000.0,424547
1781829735000.0,422927
1781829750000.0,437037
1781829765000.0,432542
1781829780000.0,449300
1781829795000.0,423578
1781829810000.0,452386
1781829825000.0,435681
1781829840000.0,448398
1781829855000.0,442792
1781829870000.0,435945
1781829885000.0,419329
1781829900000.0,407728
1781829915000.0,363811
1781829930000.0,387142
1781829945000.0,418091
1781829960000.0,414870
1781829975000.0,346846
1781829990000.0,329994
1781830005000.0,332137
1781830020000.0,368979
1781830035000.0,373996
1781830050000.0,344555
1781830065000.0,378695
1781830080000.0,369754
1781830095000.0,378543
1781830110000.0,389906
1781830125000.0,334726
1781830140000.0,338192
1781830155000.0,328047
1781830170000.0,311586
1781830185000.0,374903
1781830200000.0,360124
1781830215000.0,330297
1781830230000.0,371732
1781830245000.0,331583
1781830260000.0,313595
1781830275000.0,378867
1781830290000.0,369151
1781830305000.0,313384
1781830320000.0,330896
1781830335000.0,394850
1781830350000.0,366662
1781830365000.0,331092
1781830380000.0,351500
1781830395000.0,373787
1781830410000.0,424290
1781830425000.0,371515
1781830440000.0,361161
1781830455000.0,386586
1781830470000.0,365605
1781830485000.0,397802
1781830500000.0,365377
1781830515000.0,350367
1781830530000.0,370452
1781830545000.0,365592
1781830560000.0,395946
1781830575000.0,418478
1781830590000.0,421120
1781830605000.0,396522
1781830620000.0,404866
1781830635000.0,396386
1781830650000.0,371286
1781830665000.0,368953
1781830680000.0,354313
1781830695000.0,354246
1781830710000.0,379528
1781830725000.0,387634
1781830740000.0,386432
1781830755000.0,370513
1781830770000.0,363504
1781830785000.0,395166
1781830800000.0,390204
1781830815000.0,317710
1781830830000.0,370602
1781830845000.0,352149
1781830860000.0,426696
1781830875000.0,431818
1781830890000.0,415276
1781830905000.0,386244
1781830920000.0,410139
1781830935000.0,413358
1781830950000.0,385950
1781830965000.0,423331
1781830980000.0,385432
1781830995000.0,404214
1781831010000.0,419649
1781831025000.0,381506
1781831040000.0,336772
1781831055000.0,334063
1781831070000.0,351490
1781831085000.0,380452
1781831100000.0,386566
1781831115000.0,388214
1781831130000.0,339302
1781831145000.0,354675
1781831160000.0,353819
1781831175000.0,391206
1781831190000.0,371328
1781831205000.0,340391
1781831220000.0,354432
1781831235000.0,400878
1781831250000.0,383924
1781831265000.0,352275
1781831280000.0,398088
1781831295000.0,351802
1781831310000.0,357561
1781831325000.0,349912
1781831340000.0,360926
1781831355000.0,368959
1781831370000.0,373535
1781831385000.0,367262
1781831400000.0,359817
1781831415000.0,317784
