time_index,card.nic.pps.avg.r
1781829600000.0,451056
1781829615000.0,447133
1781829630000.0,420591
1781829645000.0,406032
1781829660000.0,421483
1781829675000.0,410334
1781829690000.0,422189
1781829705000.0,396049
1781829720000.0,391627
1781829735000.0,419445
1781829750000.0,435452
1781829765000.0,415056
1781829780000.0,454744
1781829795000.0,421118
1781829810000.0,438632
1781829825000.0,434803
1781829840000.0,464255
1781829855000.0,465592
1781829870000.0,448538
1781829885000.0,427520
1781829900000.0,441560
1781829915000.0,475830
1781829930000.0,469271
1781829945000.0,486484
1781829960000.0,537934
1781829975000.0,484580
1781829990000.0,456030
1781830005000.0,463772
1781830020000.0,462659
1781830035000.0,440500
1781830050000.0,402491
1781830065000.0,392814
1781830080000.0,402402
1781830095000.0,392274
1781830110000.0,471164
1781830125000.0,430261
1781830140000.0,410078
1781830155000.0,433606
1781830170000.0,400507
1781830185000.0,399905
1781830200000.0,371276
1781830215000.0,385780
1781830230000.0,363099
1781830245000.0,400251
1781830260000.0,413306
1781830275000.0,430220
1781830290000.0,406112
1781830305000.0,406434
1781830320000.0,424544
1781830335000.0,369642
1781830350000.0,410699
1781830365000.0,397911
1781830380000.0,401366
1781830395000.0,392657
1781830410000.0,369448
1781830425000.0,416070
1781830440000.0,394339
1781830455000.0,352294
1781830470000.0,343786
1781830485000.0,334282
1781830500000.0,344839
1781830515000.0,352972
1781830530000.0,415232
1781830545000.0,399612
1781830560000.0,373988
1781830575000.0,341495
1781830590000.0,332248
1781830605000.0,349583
1781830620000.0,383001
1781830635000.0,338182
1781830650000.0,392138
1781830665000.0,378703
1781830680000.0,365639
1781830695000.0,380034
1781830710000.0,416314
1781830725000.0,378545
1781830740000.0,352112
1781830755000.0,366362
1781830770000.0,372843
1781830785000.0,372753
1781830800000.0,367567
1781830815000.0,313256
1781830830000.0,363559
1781830845000.0,393458
1781830860000.0,375592
1781830875000.0,348910
1781830890000.0,336587
1781830905000.0,321013
1781830920000.0,374744
1781830935000.0,355896
1781830950000.0,321409
1781830965000.0,343870
1781830980000.0,350138
1781830995000.0,290269
1781831010000.0,304712
1781831025000.0,312240
1781831040000.0,284338
1781831055000.0,340185
1781831070000.0,368494
1781831085000.0,336646
1781831100000.0,363168
1781831115000.0,374036
1781831130000.0,364592
1781831145000.0,316012
1781831160000.0,319479
1781831175000.0,342083
1781831190000.0,339163
1781831205000.0,317871
1781831220000.0,407812
1781831235000.0,407894
1781831250000.0,436914
1781831265000.0,453806
1781831280000.0,446767
1781831295000.0,435197
1781831310000.0,376368
1781831325000.0,433214
1781831340000.0,347008
1781831355000.0,342247
1781831370000.0,342973
1781831385000.0,318972
1781831400000.0,327486
1781831415000.0,332442
1781831430000.0,356540
1781831445000.0,347164
1781831460000.0,340051
1781831475000.0,393298
1781831490000.0,408666
1781831505000.0,374860
1781831520000.0,375310
1781831535000.0,380450
1781831550000.0,368080
1781831565000.0,300237
1781831580000.0,290915
1781831595000.0,355184
1781831610000.0,369868
1781831625000.0,312212
1781831640000.0,318588
1781831655000.0,285221
1781831670000.0,278108
1781831685000.0,290392
1781831700000.0,306571
1781831715000.0,288959
1781831730000.0,239268
1781831745000.0,268384
1781831760000.0,262786
1781831775000.0,312032
1781831790000.0,295410
1781831805000.0,291624
1781831820000.0,297894
1781831835000.0,320729
1781831850000.0,254089
1781831865000.0,239265
1781831880000.0,261104
1781831895000.0,285315
1781831910000.0,301383
1781831925000.0,282252
1781831940000.0,307780
1781831955000.0,335486
1781831970000.0,312968
1781831985000.0,261423
1781832000000.0,258192
1781832015000.0,323381
1781832030000.0,300824
1781832045000.0,278995
1781832060000.0,315683
1781832075000.0,316502
1781832090000.0,315513
1781832105000.0,332287
1781832120000.0,311566
1781832135000.0,284828
1781832150000.0,295551
1781832165000.0,324681
1781832180000.0,385570
1781832195000.0,374848
1781832210000.0,328396
1781832225000.0,311586
1781832240000.0,289649
1781832255000.0,279560
1781832270000.0,321319
1781832285000.0,326624
1781832300000.0,280213
1781832315000.0,237191
1781832330000.0,242573
1781832345000.0,226359
1781832360000.0,231148
1781832375000.0,224122
1781832390000.0,229466
1781832405000.0,213552
1781832420000.0,223288
1781832435000.0,222456
1781832450000.0,256314
1781832465000.0,268023
1781832480000.0,304273
1781832495000.0,270342
1781832510000.0,264465
1781832525000.0,277219
1781832540000.0,262209
1781832555000.0,279047
1781832570000.0,297940
1781832585000.0,267520
1781832600000.0,282102
1781832615000.0,253490
1781832630000.0,242179
1781832645000.0,243277
1781832660000.0,206829
1781832675000.0,173025
1781832690000.0,160472
1781832705000.0,170773
1781832720000.0,206813
1781832735000.0,245112
1781832750000.0,232093
1781832765000.0,247915
1781832780000.0,215353
1781832795000.0,204926
1781832810000.0,195464
1781832825000.0,196675
1781832840000.0,218072
1781832855000.0,243329
1781832870000.0,257699
1781832885000.0,260842
1781832900000.0,288992
1781832915000.0,264236
1781832930000.0,245896
1781832945000.0,243641
1781832960000.0,235212
1781832975000.0,206358
1781832990000.0,195620
1781833005000.0,202927
1781833020000.0,211282
1781833035000.0,193001
1781833050000.0,199406
1781833065000.0,173323
1781833080000.0,190245
1781833095000.0,202132
1781833110000.0,233420
1781833125000.0,248474
1781833140000.0,212945
1781833155000.0,214509
1781833170000.0,206328
1781833185000.0,212756
1781833200000.0,245208
1781833215000.0,235591
1781833230000.0,188023
1781833245000.0,173942
1781833260000.0,186592
1781833275000.0,175934
1781833290000.0,153889
1781833305000.0,157506
1781833320000.0,170451
1781833335000.0,182366
1781833350000.0,203084
1781833365000.0,181959
1781833380000.0,211956
1781833395000.0,206407
1781833410000.0,211740
1781833425000.0,198164
1781833440000.0,204992
1781833455000.0,145763
1781833470000.0,180798
1781833485000.0,170223
1781833500000.0,154268
1781833515000.0,170545
1781833530000.0,187797
1781833545000.0,220566
1781833560000.0,220333
1781833575000.0,229081
1781833590000.0,193493
1781833605000.0,208419
1781833620000.0,192556
1781833635000.0,206719
1781833650000.0,198937
1781833665000.0,193860
1781833680000.0,183595
1781833695000.0,149780
1781833710000.0,151969
1781833725000.0,163725
1781833740000.0,155745
1781833755000.0,134174
1781833770000.0,126188
1781833785000.0,127392
1781833800000.0,120282
1781833815000.0,112942
1781833830000.0,98996
1781833845000.0,120948
1781833860000.0,119206
1781833875000.0,128036
1781833890000.0,125064
1781833905000.0,105179
1781833920000.0,98338
1781833935000.0,108250
1781833950000.0,117094
1781833965000.0,119461
1781833980000.0,184485
1781833995000.0,194272
1781834010000.0,176084
1781834025000.0,169792
1781834040000.0,175336
1781834055000.0,167774
1781834070000.0,176144
1781834085000.0,190000
1781834100000.0,162002
1781834115000.0,156084
1781834130000.0,184785
1781834145000.0,141673
1781834160000.0,125692
1781834175000.0,118078
1781834190000.0,124448
1781834205000.0,121261
1781834220000.0,132500
1781834235000.0,101227
1781834250000.0,88585
1781834265000.0,99256
1781834280000.0,117445
1781834295000.0,102983
1781834310000.0,119027
1781834325000.0,116977
1781834340000.0,108628
1781834355000.0,108567
1781834370000.0,138318
1781834385000.0,159773
1781834400000.0,113850
1781834415000.0,136628
1781834430000.0,178268
1781834445000.0,185821
1781834460000.0,138416
1781834475000.0,141406
1781834490000.0,141733
1781834505000.0,140051
1781834520000.0,147999
1781834535000.0,170267
1781834550000.0,180850
1781834565000.0,152290
1781834580000.0,118199
1781834595000.0,118870
1781834610000.0,110984
1781834625000.0,132168
1781834640000.0,123329
1781834655000.0,112296
1781834670000.0,94002
1781834685000.0,95963
1781834700000.0,102960
1781834715000.0,140582
1781834730000.0,161635
1781834745000.0,131273
1781834760000.0,129263
1781834775000.0,140023
1781834790000.0,143762
1781834805000.0,130048
1781834820000.0,139318
1781834835000.0,118165
1781834850000.0,130089
1781834865000.0,142306
1781834880000.0,99072
1781834895000.0,95184
1781834910000.0,77090
1781834925000.0,79831
1781834940000.0,90235
1781834955000.0,86227
1781834970000.0,105798
1781834985000.0,114090
1781835000000.0,121676
1781835015000.0,107344
1781835030000.0,108454
1781835045000.0,109930
1781835060000.0,124129
1781835075000.0,159590
1781835090000.0,146232
1781835105000.0,138186
1781835120000.0,152989
1781835135000.0,138978
1781835150000.0,133332
1781835165000.0,118529
1781835180000.0,119111
1781835195000.0,92283
1781835210000.0,94663
1781835225000.0,90423
1781835240000.0,82434
1781835255000.0,74643
1781835270000.0,78724
1781835285000.0,89396
1781835300000.0,94732
1781835315000.0,113951
1781835330000.0,129520
1781835345000.0,95592
1781835360000.0,84894
1781835375000.0,103540
1781835390000.0,83108
1781835405000.0,106446
1781835420000.0,100663
1781835435000.0,96904
1781835450000.0,99171
1781835465000.0,100761
1781835480000.0,88646
1781835495000.0,63462
1781835510000.0,47111
1781835525000.0,45225
1781835540000.0,55248
1781835555000.0,96416
1781835570000.0,91292
1781835585000.0,102431
1781835600000.0,80382
1781835615000.0,72712
1781835630000.0,90187
1781835645000.0,101950
1781835660000.0,101164
1781835675000.0,96972
1781835690000.0,95818
1781835705000.0,84683
1781835720000.0,82185
1781835735000.0,86752
1781835750000.0,80287
1781835765000.0,84123
1781835780000.0,94735
1781835795000.0,115287
1781835810000.0,96952
1781835825000.0,129100
1781835840000.0,114916
1781835855000.0,97827
1781835870000.0,79891
1781835885000.0,87965
1781835900000.0,70541
1781835915000.0,72652
1781835930000.0,103448
1781835945000.0,121743
1781835960000.0,118750
1781835975000.0,125351
1781835990000.0,133217
1781836005000.0,122030
1781836020000.0,119572
1781836035000.0,142477
1781836050000.0,132720
1781836065000.0,125249
1781836080000.0,117411
1781836095000.0,114176
1781836110000.0,110213
1781836125000.0,100308
1781836140000.0,118821
1781836155000.0,124488
1781836170000.0,113666
1781836185000.0,107276
1781836200000.0,89135
1781836215000.0,113662
1781836230000.0,114583
1781836245000.0,111824
1781836260000.0,117222
1781836275000.0,140061
1781836290000.0,121976
1781836305000.0,113672
1781836320000.0,116778
1781836335000.0,130432
1781836350000.0,150110
1781836365000.0,137059
1781836380000.0,161227
1781836395000.0,142603
1781836410000.0,143698
1781836425000.0,166149
1781836440000.0,162735
1781836455000.0,150092
1781836470000.0,144070
1781836485000.0,134753
1781836500000.0,91223
1781836515000.0,100909
1781836530000.0,106929
1781836545000.0,94104
1781836560000.0,120892
1781836575000.0,122011
1781836590000.0,131822
1781836605000.0,134698
1781836620000.0,128679
1781836635000.0,129592
1781836650000.0,127319
1781836665000.0,118320
1781836680000.0,109560
1781836695000.0,116628
1781836710000.0,135224
1781836725000.0,165104
1781836740000.0,153650
1781836755000.0,148098
1781836770000.0,144846
1781836785000.0,165481
1781836800000.0,149277
1781836815000.0,141243
1781836830000.0,134008
1781836845000.0,130015
1781836860000.0,175812
1781836875000.0,152911
1781836890000.0,149490
1781836905000.0,161773
1781836920000.0,151272
1781836935000.0,149923
1781836950000.0,177938
1781836965000.0,207574
1781836980000.0,218751
1781836995000.0,242038
1781837010000.0,227746
1781837025000.0,201760
1781837040000.0,202236
1781837055000.0,211428
1781837070000.0,261121
1781837085000.0,280416
1781837100000.0,265665
1781837115000.0,239856
1781837130000.0,247451
1781837145000.0,248531
1781837160000.0,240488
1781837175000.0,201552
1781837190000.0,228897
1781837205000.0,215545
1781837220000.0,188514
1781837235000.0,173737
1781837250000.0,171938
1781837265000.0,150652
1781837280000.0,177656
1781837295000.0,180852
1781837310000.0,197910
1781837325000.0,192048
1781837340000.0,173060
1781837355000.0,181929
1781837370000.0,174814
1781837385000.0,180938
1781837400000.0,196390
1781837415000.0,191065
1781837430000.0,204852
1781837445000.0,159845
1781837460000.0,168264
1781837475000.0,189004
1781837490000.0,223387
1781837505000.0,185492
1781837520000.0,202504
1781837535000.0,211401
1781837550000.0,265997
1781837565000.0,238071
1781837580000.0,220807
1781837595000.0,253396
1781837610000.0,237448
1781837625000.0,239857
1781837640000.0,216700
1781837655000.0,212613
1781837670000.0,229766
1781837685000.0,207877
1781837700000.0,217598
1781837715000.0,216531
1781837730000.0,202476
1781837745000.0,200970
1781837760000.0,187424
1781837775000.0,191351
1781837790000.0,199386
1781837805000.0,170544
1781837820000.0,137901
1781837835000.0,189398
1781837850000.0,175602
1781837865000.0,150879
1781837880000.0,124492
1781837895000.0,135905
1781837910000.0,150842
1781837925000.0,166245
1781837940000.0,186054
1781837955000.0,181889
1781837970000.0,174712
1781837985000.0,169829
1781838000000.0,188897
1781838015000.0,204246
1781838030000.0,205354
1781838045000.0,233380
1781838060000.0,217974
1781838075000.0,219589
1781838090000.0,219702
1781838105000.0,192056
1781838120000.0,175199
1781838135000.0,202757
1781838150000.0,179492
