time_index,card.nic.pps.avg.t
1781829600000.0,242968
1781829615000.0,240085
1781829630000.0,228900
1781829645000.0,247689
1781829660000.0,244866
1781829675000.0,234675
1781829690000.0,243857
1781829705000.0,242974
1781829720000.0,248341
1781829735000.0,224566
1781829750000.0,230163
1781829765000.0,220177
1781829780000.0,244954
1781829795000.0,244159
1781829810000.0,245382
1781829825000.0,243572
1781829840000.0,245088
1781829855000.0,256594
1781829870000.0,250393
1781829885000.0,237818
1781829900000.0,243577
1781829915000.0,247744
1781829930000.0,245009
1781829945000.0,272498
1781829960000.0,269161
1781829975000.0,282361
1781829990000.0,275990
1781830005000.0,277368
1781830020000.0,282955
1781830035000.0,273638
1781830050000.0,267898
1781830065000.0,259346
1781830080000.0,265032
1781830095000.0,283959
1781830110000.0,270576
1781830125000.0,279344
1781830140000.0,292612
1781830155000.0,295837
1781830170000.0,283723
1781830185000.0,288312
1781830200000.0,286108
1781830215000.0,282079
1781830230000.0,279383
1781830245000.0,277896
1781830260000.0,291072
1781830275000.0,279488
1781830290000.0,287849
1781830305000.0,276922
1781830320000.0,296121
1781830335000.0,278609
1781830350000.0,292540
1781830365000.0,279573
1781830380000.0,299852
1781830395000.0,283890
1781830410000.0,282750
1781830425000.0,292036
1781830440000.0,278528
1781830455000.0,276796
1781830470000.0,303916
1781830485000.0,279532
1781830500000.0,292840
1781830515000.0,278838
1781830530000.0,281895
1781830545000.0,284990
1781830560000.0,294123
1781830575000.0,282354
1781830590000.0,274532
1781830605000.0,282842
1781830620000.0,291184
1781830635000.0,296044
1781830650000.0,295470
1781830665000.0,293868
1781830680000.0,290232
1781830695000.0,304646
1781830710000.0,304123
1781830725000.0,309476
1781830740000.0,288151
1781830755000.0,305986
1781830770000.0,302536
1781830785000.0,305967
1781830800000.0,290760
1781830815000.0,299321
1781830830000.0,310540
1781830845000.0,293824
1781830860000.0,286472
1781830875000.0,286478
1781830890000.0,270571
1781830905000.0,283440
1781830920000.0,311804
1781830935000.0,308950
1781830950000.0,284711
1781830965000.0,285076
1781830980000.0,297296
1781830995000.0,286550
1781831010000.0,285924
1781831025000.0,292802
1781831040000.0,278042
1781831055000.0,272788
1781831070000.0,273881
1781831085000.0,271274
1781831100000.0,282887
1781831115000.0,304210
1781831130000.0,275873
1781831145000.0,280881
1781831160000.0,294909
1781831175000.0,277202
1781831190000.0,286147
1781831205000.0,300090
1781831220000.0,287789
1781831235000.0,276858
1781831250000.0,284606
1781831265000.0,285219
1781831280000.0,268452
1781831295000.0,281431
1781831310000.0,281495
1781831325000.0,275020
1781831340000.0,286318
1781831355000.0,274758
1781831370000.0,279840
1781831385000.0,285901
1781831400000.0,278059
1781831415000.0,285515
1781831430000.0,278734
1781831445000.0,305234
1781831460000.0,288669
1781831475000.0,300882
1781831490000.0,280910
1781831505000.0,285854
1781831520000.0,300462
1781831535000.0,297280
1781831550000.0,291540
1781831565000.0,278189
1781831580000.0,285388
1781831595000.0,286945
1781831610000.0,288534
1781831625000.0,289099
1781831640000.0,297098
1781831655000.0,298804
1781831670000.0,307670
1781831685000.0,299270
1781831700000.0,297466
1781831715000.0,291212
1781831730000.0,274499
1781831745000.0,280682
1781831760000.0,293535
1781831775000.0,296143
1781831790000.0,286234
1781831805000.0,276236
1781831820000.0,280831
1781831835000.0,281738
1781831850000.0,285132
1781831865000.0,258100
1781831880000.0,295117
1781831895000.0,290004
1781831910000.0,287339
1781831925000.0,279349
1781831940000.0,300966
1781831955000.0,270002
1781831970000.0,298292
1781831985000.0,287094
1781832000000.0,282338
1781832015000.0,281814
1781832030000.0,278538
1781832045000.0,310713
1781832060000.0,305827
1781832075000.0,298538
1781832090000.0,282687
1781832105000.0,285879
1781832120000.0,306160
1781832135000.0,286679
1781832150000.0,284438
1781832165000.0,284242
1781832180000.0,284382
1781832195000.0,277529
1781832210000.0,298069
1781832225000.0,301552
1781832240000.0,310168
1781832255000.0,289980
1781832270000.0,275871
1781832285000.0,252224
1781832300000.0,256291
1781832315000.0,254557
1781832330000.0,265697
1781832345000.0,275996
1781832360000.0,271619
1781832375000.0,272126
1781832390000.0,262870
1781832405000.0,248792
1781832420000.0,272667
1781832435000.0,248286
1781832450000.0,248964
1781832465000.0,251591
1781832480000.0,248164
1781832495000.0,259115
1781832510000.0,249054
1781832525000.0,243474
1781832540000.0,273903
1781832555000.0,263236
1781832570000.0,273675
1781832585000.0,259279
1781832600000.0,256672
1781832615000.0,247572
1781832630000.0,259602
1781832645000.0,242967
1781832660000.0,265935
1781832675000.0,272155
1781832690000.0,282723
1781832705000.0,263084
1781832720000.0,269724
1781832735000.0,264400
1781832750000.0,243447
1781832765000.0,242542
1781832780000.0,245763
1781832795000.0,246783
1781832810000.0,247043
1781832825000.0,234288
1781832840000.0,220394
1781832855000.0,229238
1781832870000.0,228503
1781832885000.0,226962
1781832900000.0,242590
1781832915000.0,240884
1781832930000.0,263467
1781832945000.0,287121
1781832960000.0,278164
1781832975000.0,256126
1781832990000.0,270736
1781833005000.0,275109
1781833020000.0,268872
1781833035000.0,294679
1781833050000.0,255730
1781833065000.0,242478
1781833080000.0,281510
1781833095000.0,245188
1781833110000.0,232379
1781833125000.0,247017
1781833140000.0,251248
1781833155000.0,267237
1781833170000.0,273837
1781833185000.0,268809
1781833200000.0,263600
1781833215000.0,263900
1781833230000.0,258170
1781833245000.0,266893
1781833260000.0,245238
1781833275000.0,239492
1781833290000.0,268775
1781833305000.0,253395
1781833320000.0,256800
1781833335000.0,270793
1781833350000.0,247786
1781833365000.0,258680
1781833380000.0,251271
1781833395000.0,268332
1781833410000.0,244400
1781833425000.0,265370
1781833440000.0,248791
1781833455000.0,240748
1781833470000.0,238796
1781833485000.0,220747
1781833500000.0,216121
1781833515000.0,212775
1781833530000.0,221812
1781833545000.0,233958
1781833560000.0,217260
1781833575000.0,218923
1781833590000.0,226584
1781833605000.0,218839
1781833620000.0,215166
1781833635000.0,216654
1781833650000.0,230291
1781833665000.0,239095
1781833680000.0,248832
1781833695000.0,230486
1781833710000.0,228857
1781833725000.0,226918
1781833740000.0,233225
1781833755000.0,232843
1781833770000.0,208301
1781833785000.0,220879
1781833800000.0,235148
1781833815000.0,234658
1781833830000.0,247473
1781833845000.0,233108
1781833860000.0,226096
1781833875000.0,228823
1781833890000.0,217650
1781833905000.0,221834
1781833920000.0,215387
1781833935000.0,222022
1781833950000.0,207456
1781833965000.0,217666
1781833980000.0,199253
1781833995000.0,207534
1781834010000.0,228946
1781834025000.0,239506
1781834040000.0,240792
1781834055000.0,225306
1781834070000.0,227787
1781834085000.0,216205
1781834100000.0,226895
1781834115000.0,219020
1781834130000.0,216680
1781834145000.0,206572
1781834160000.0,198796
1781834175000.0,200757
1781834190000.0,203270
1781834205000.0,195174
1781834220000.0,208492
1781834235000.0,219086
1781834250000.0,204253
1781834265000.0,207562
1781834280000.0,184912
1781834295000.0,206254
1781834310000.0,210554
1781834325000.0,216441
1781834340000.0,206013
1781834355000.0,203802
1781834370000.0,205852
1781834385000.0,209075
1781834400000.0,212681
1781834415000.0,223181
1781834430000.0,204764
1781834445000.0,191592
1781834460000.0,205459
1781834475000.0,207880
1781834490000.0,211129
1781834505000.0,211256
1781834520000.0,221396
1781834535000.0,213005
1781834550000.0,216122
1781834565000.0,217968
1781834580000.0,219121
1781834595000.0,196760
1781834610000.0,214723
1781834625000.0,207435
1781834640000.0,224180
1781834655000.0,208806
1781834670000.0,207852
1781834685000.0,211216
1781834700000.0,214378
1781834715000.0,250410
1781834730000.0,218192
1781834745000.0,220632
1781834760000.0,226065
1781834775000.0,222640
1781834790000.0,233549
1781834805000.0,223460
1781834820000.0,222664
1781834835000.0,215616
1781834850000.0,222213
1781834865000.0,193314
1781834880000.0,221896
1781834895000.0,223991
1781834910000.0,204614
1781834925000.0,222090
1781834940000.0,211720
1781834955000.0,220960
1781834970000.0,218429
1781834985000.0,204721
1781835000000.0,223912
1781835015000.0,230718
1781835030000.0,216618
1781835045000.0,213317
1781835060000.0,228700
1781835075000.0,238970
1781835090000.0,213009
1781835105000.0,215437
1781835120000.0,231696
1781835135000.0,233281
1781835150000.0,214552
1781835165000.0,232780
1781835180000.0,217690
1781835195000.0,214073
1781835210000.0,227709
1781835225000.0,230968
1781835240000.0,217196
1781835255000.0,204538
1781835270000.0,206656
1781835285000.0,185280
1781835300000.0,187293
1781835315000.0,219726
1781835330000.0,216924
1781835345000.0,231412
1781835360000.0,234808
1781835375000.0,242191
1781835390000.0,224327
1781835405000.0,218472
1781835420000.0,209082
1781835435000.0,217132
1781835450000.0,214862
1781835465000.0,236564
1781835480000.0,219498
1781835495000.0,234316
1781835510000.0,232534
1781835525000.0,218364
1781835540000.0,233580
1781835555000.0,246664
1781835570000.0,240972
1781835585000.0,242922
1781835600000.0,246358
1781835615000.0,224586
1781835630000.0,235446
1781835645000.0,247804
1781835660000.0,220642
1781835675000.0,250872
1781835690000.0,237366
1781835705000.0,248399
1781835720000.0,247836
1781835735000.0,235310
1781835750000.0,234332
1781835765000.0,237948
1781835780000.0,248084
1781835795000.0,253731
1781835810000.0,253939
1781835825000.0,250568
1781835840000.0,239196
