time_index,card.nic.pps.avg.r
1781829600000.0,575654
1781829615000.0,583964
1781829630000.0,629073
1781829645000.0,614959
1781829660000.0,588834
1781829675000.0,613705
1781829690000.0,607985
1781829705000.0,627921
1781829720000.0,640023
1781829735000.0,605256
1781829750000.0,555770
1781829765000.0,650545
1781829780000.0,592788
1781829795000.0,589007
1781829810000.0,590057
1781829825000.0,616306
1781829840000.0,609544
1781829855000.0,593116
1781829870000.0,654413
1781829885000.0,631728
1781829900000.0,629224
1781829915000.0,630299
1781829930000.0,607566
1781829945000.0,578065
1781829960000.0,578910
1781829975000.0,552968
1781829990000.0,600008
1781830005000.0,563499
1781830020000.0,559994
1781830035000.0,564019
1781830050000.0,538597
1781830065000.0,579206
1781830080000.0,536776
1781830095000.0,556314
1781830110000.0,579029
1781830125000.0,533475
1781830140000.0,509078
1781830155000.0,530423
1781830170000.0,489935
1781830185000.0,534291
1781830200000.0,462664
1781830215000.0,504884
1781830230000.0,485001
1781830245000.0,457438
1781830260000.0,446401
1781830275000.0,492282
1781830290000.0,482397
1781830305000.0,509430
1781830320000.0,556623
1781830335000.0,570106
1781830350000.0,558887
1781830365000.0,496676
1781830380000.0,537793
1781830395000.0,535350
1781830410000.0,551932
1781830425000.0,543734
1781830440000.0,477600
1781830455000.0,477569
1781830470000.0,452947
1781830485000.0,501427
1781830500000.0,512500
1781830515000.0,484972
1781830530000.0,463724
1781830545000.0,434449
1781830560000.0,461163
1781830575000.0,466369
1781830590000.0,527849
1781830605000.0,510278
1781830620000.0,445056
1781830635000.0,434198
1781830650000.0,492832
1781830665000.0,491643
1781830680000.0,496890
1781830695000.0,444197
1781830710000.0,406042
1781830725000.0,489084
1781830740000.0,453603
1781830755000.0,430441
1781830770000.0,436374
1781830785000.0,503165
1781830800000.0,447360
1781830815000.0,447271
1781830830000.0,440316
1781830845000.0,447884
1781830860000.0,380542
1781830875000.0,455684
1781830890000.0,475838
1781830905000.0,422322
1781830920000.0,448379
1781830935000.0,491176
1781830950000.0,465509
1781830965000.0,455926
1781830980000.0,490543
1781830995000.0,525726
1781831010000.0,491450
1781831025000.0,505660
1781831040000.0,460570
1781831055000.0,469448
1781831070000.0,456814
1781831085000.0,472335
1781831100000.0,467232
1781831115000.0,535718
1781831130000.0,502289
1781831145000.0,468334
1781831160000.0,511066
1781831175000.0,520993
1781831190000.0,485415
1781831205000.0,505568
1781831220000.0,539532
1781831235000.0,522223
1781831250000.0,540392
1781831265000.0,554372
1781831280000.0,528222
1781831295000.0,483645
1781831310000.0,469707
1781831325000.0,430674
1781831340000.0,406300
1781831355000.0,422417
1781831370000.0,408672
1781831385000.0,400636
1781831400000.0,407074
1781831415000.0,407930
1781831430000.0,404914
1781831445000.0,361943
1781831460000.0,404457
1781831475000.0,419702
1781831490000.0,310214
1781831505000.0,362819
1781831520000.0,405242
1781831535000.0,408814
1781831550000.0,331726
1781831565000.0,382618
1781831580000.0,394426
1781831595000.0,396996
1781831610000.0,330888
1781831625000.0,354361
1781831640000.0,382883
1781831655000.0,407298
1781831670000.0,383899
1781831685000.0,375877
1781831700000.0,361417
1781831715000.0,342831
1781831730000.0,307082
1781831745000.0,312012
1781831760000.0,313712
1781831775000.0,315580
1781831790000.0,373842
1781831805000.0,334420
1781831820000.0,361968
1781831835000.0,344940
1781831850000.0,303790
1781831865000.0,294872
1781831880000.0,315552
1781831895000.0,342887
1781831910000.0,357149
1781831925000.0,354157
1781831940000.0,378775
1781831955000.0,418961
1781831970000.0,396370
1781831985000.0,396119
1781832000000.0,334186
1781832015000.0,324518
1781832030000.0,350978
1781832045000.0,368380
1781832060000.0,375853
1781832075000.0,419728
1781832090000.0,376817
1781832105000.0,402728
1781832120000.0,337190
1781832135000.0,333021
1781832150000.0,279012
1781832165000.0,293846
1781832180000.0,302694
1781832195000.0,307020
1781832210000.0,289538
1781832225000.0,337601
1781832240000.0,343646
1781832255000.0,366012
1781832270000.0,385171
1781832285000.0,370651
1781832300000.0,356603
1781832315000.0,347876
1781832330000.0,356581
1781832345000.0,349796
1781832360000.0,388708
1781832375000.0,361238
1781832390000.0,333094
1781832405000.0,313346
1781832420000.0,318668
1781832435000.0,330711
1781832450000.0,311759
1781832465000.0,323724
1781832480000.0,317098
1781832495000.0,304488
1781832510000.0,293723
1781832525000.0,291593
1781832540000.0,287687
1781832555000.0,283746
1781832570000.0,333919
1781832585000.0,305281
1781832600000.0,313695
1781832615000.0,293915
1781832630000.0,342598
1781832645000.0,331458
1781832660000.0,331256
1781832675000.0,341741
1781832690000.0,328821
1781832705000.0,313579
1781832720000.0,305819
1781832735000.0,301245
1781832750000.0,289200
1781832765000.0,292429
1781832780000.0,272855
1781832795000.0,224000
1781832810000.0,210822
1781832825000.0,237788
1781832840000.0,226536
1781832855000.0,260956
1781832870000.0,310762
1781832885000.0,329504
1781832900000.0,299256
1781832915000.0,285733
1781832930000.0,332124
1781832945000.0,311822
1781832960000.0,278773
1781832975000.0,268118
1781832990000.0,239475
1781833005000.0,248148
1781833020000.0,266524
1781833035000.0,285466
1781833050000.0,294978
1781833065000.0,374193
1781833080000.0,383994
1781833095000.0,316808
1781833110000.0,290641
1781833125000.0,292140
1781833140000.0,290270
1781833155000.0,326742
1781833170000.0,301818
1781833185000.0,285674
1781833200000.0,338316
1781833215000.0,288741
1781833230000.0,262383
1781833245000.0,218227
1781833260000.0,249368
1781833275000.0,257250
1781833290000.0,241570
1781833305000.0,195374
1781833320000.0,222564
1781833335000.0,199322
1781833350000.0,244531
1781833365000.0,246836
1781833380000.0,229612
1781833395000.0,192937
1781833410000.0,205524
1781833425000.0,192403
1781833440000.0,216665
1781833455000.0,201203
1781833470000.0,189049
1781833485000.0,187684
1781833500000.0,194820
1781833515000.0,256501
1781833530000.0,292823
1781833545000.0,267620
1781833560000.0,272596
1781833575000.0,245592
1781833590000.0,245258
1781833605000.0,241094
1781833620000.0,219482
1781833635000.0,233151
1781833650000.0,223940
1781833665000.0,189932
1781833680000.0,174156
1781833695000.0,153253
1781833710000.0,203378
1781833725000.0,209847
1781833740000.0,206410
1781833755000.0,212194
1781833770000.0,196314
1781833785000.0,176199
1781833800000.0,142882
1781833815000.0,159140
1781833830000.0,156219
1781833845000.0,172126
1781833860000.0,187732
1781833875000.0,183780
1781833890000.0,200708
1781833905000.0,211351
1781833920000.0,188473
1781833935000.0,186412
1781833950000.0,182432
1781833965000.0,171511
1781833980000.0,167425
1781833995000.0,188873
1781834010000.0,194640
1781834025000.0,175204
1781834040000.0,178410
1781834055000.0,181468
1781834070000.0,180683
1781834085000.0,164276
1781834100000.0,145744
1781834115000.0,167302
1781834130000.0,210399
1781834145000.0,184595
1781834160000.0,155382
1781834175000.0,135055
1781834190000.0,152275
1781834205000.0,207586
1781834220000.0,198180
1781834235000.0,212706
1781834250000.0,223224
1781834265000.0,183394
1781834280000.0,210289
1781834295000.0,209935
1781834310000.0,212618
1781834325000.0,197600
1781834340000.0,196053
1781834355000.0,173081
1781834370000.0,182299
1781834385000.0,193178
1781834400000.0,156986
1781834415000.0,163679
1781834430000.0,162751
1781834445000.0,164136
1781834460000.0,129347
1781834475000.0,133826
1781834490000.0,142560
1781834505000.0,157468
1781834520000.0,164710
1781834535000.0,133462
1781834550000.0,137102
1781834565000.0,150858
1781834580000.0,158170
1781834595000.0,152871
1781834610000.0,150268
1781834625000.0,184350
1781834640000.0,184604
1781834655000.0,169572
1781834670000.0,155275
1781834685000.0,148519
1781834700000.0,155671
1781834715000.0,150330
1781834730000.0,168929
1781834745000.0,150854
1781834760000.0,132298
1781834775000.0,180245
1781834790000.0,170329
1781834805000.0,162665
1781834820000.0,136828
1781834835000.0,109982
1781834850000.0,118217
1781834865000.0,133293
1781834880000.0,137817
1781834895000.0,151933
1781834910000.0,139751
1781834925000.0,143408
1781834940000.0,134873
1781834955000.0,98879
1781834970000.0,111683
1781834985000.0,116014
1781835000000.0,100354
1781835015000.0,101577
1781835030000.0,128517
1781835045000.0,122471
1781835060000.0,128587
1781835075000.0,114684
1781835090000.0,98129
1781835105000.0,110423
1781835120000.0,107428
1781835135000.0,114095
1781835150000.0,131829
1781835165000.0,127895
1781835180000.0,103158
1781835195000.0,115557
1781835210000.0,109425
1781835225000.0,124532
1781835240000.0,102181
1781835255000.0,99444
1781835270000.0,108588
1781835285000.0,111529
1781835300000.0,117632
1781835315000.0,120424
1781835330000.0,118512
1781835345000.0,130409
1781835360000.0,154108
1781835375000.0,148766
1781835390000.0,160504
1781835405000.0,130273
1781835420000.0,102306
1781835435000.0,107479
1781835450000.0,101248
1781835465000.0,120119
1781835480000.0,116893
1781835495000.0,102665
1781835510000.0,94910
1781835525000.0,103168
1781835540000.0,124068
1781835555000.0,121523
1781835570000.0,115161
1781835585000.0,99646
1781835600000.0,92217
1781835615000.0,97371
1781835630000.0,112726
1781835645000.0,90566
1781835660000.0,101426
1781835675000.0,113078
1781835690000.0,78602
1781835705000.0,72361
1781835720000.0,89001
1781835735000.0,75352
1781835750000.0,78026
1781835765000.0,100608
1781835780000.0,121058
1781835795000.0,119236
1781835810000.0,121731
1781835825000.0,107486
1781835840000.0,113539
1781835855000.0,158352
