time_index,card.nic.pps.avg.t
1781829600000.0,195337
1781829615000.0,195017
1781829630000.0,188907
1781829645000.0,198910
1781829660000.0,183139
1781829675000.0,171850
1781829690000.0,188118
1781829705000.0,193128
1781829720000.0,181672
1781829735000.0,188147
1781829750000.0,199156
1781829765000.0,191784
1781829780000.0,181453
1781829795000.0,187900
1781829810000.0,187724
1781829825000.0,189692
1781829840000.0,185134
1781829855000.0,181922
1781829870000.0,183138
1781829885000.0,193563
1781829900000.0,187888
1781829915000.0,190992
1781829930000.0,202172
1781829945000.0,194572
1781829960000.0,190057
1781829975000.0,183880
1781829990000.0,195881
1781830005000.0,194746
1781830020000.0,196339
1781830035000.0,184208
1781830050000.0,181569
1781830065000.0,189958
1781830080000.0,192077
1781830095000.0,195528
1781830110000.0,201924
1781830125000.0,193057
1781830140000.0,188254
1781830155000.0,172982
1781830170000.0,172270
1781830185000.0,185945
1781830200000.0,183026
1781830215000.0,182899
1781830230000.0,178892
1781830245000.0,183361
1781830260000.0,190564
1781830275000.0,185994
1781830290000.0,194141
1781830305000.0,187411
1781830320000.0,178135
1781830335000.0,185200
1781830350000.0,184307
1781830365000.0,190074
1781830380000.0,176441
1781830395000.0,179152
1781830410000.0,212513
1781830425000.0,204072
1781830440000.0,189125
1781830455000.0,194626
1781830470000.0,201265
1781830485000.0,220477
1781830500000.0,201769
1781830515000.0,203442
1781830530000.0,196390
1781830545000.0,190325
1781830560000.0,186185
1781830575000.0,191530
1781830590000.0,195353
1781830605000.0,213506
1781830620000.0,188661
1781830635000.0,185302
1781830650000.0,180530
1781830665000.0,191886
1781830680000.0,180739
1781830695000.0,189610
1781830710000.0,187169
1781830725000.0,177013
1781830740000.0,197162
1781830755000.0,187306
1781830770000.0,183339
1781830785000.0,198020
1781830800000.0,190569
1781830815000.0,189578
1781830830000.0,188794
1781830845000.0,187151
1781830860000.0,192344
1781830875000.0,201808
1781830890000.0,190543
1781830905000.0,201692
1781830920000.0,195438
1781830935000.0,210116
1781830950000.0,198446
1781830965000.0,182012
1781830980000.0,197366
1781830995000.0,167813
1781831010000.0,180172
1781831025000.0,167893
1781831040000.0,188950
1781831055000.0,175055
1781831070000.0,172785
1781831085000.0,183530
1781831100000.0,196835
1781831115000.0,203447
1781831130000.0,198869
1781831145000.0,185088
1781831160000.0,182263
1781831175000.0,180526
1781831190000.0,191390
1781831205000.0,174584
1781831220000.0,170445
1781831235000.0,181021
1781831250000.0,184048
1781831265000.0,172201
1781831280000.0,178963
1781831295000.0,174879
1781831310000.0,180238
1781831325000.0,179424
1781831340000.0,176424
1781831355000.0,189340
1781831370000.0,176831
1781831385000.0,183035
1781831400000.0,182801
1781831415000.0,212282
1781831430000.0,197797
1781831445000.0,175393
1781831460000.0,178030
1781831475000.0,190882
1781831490000.0,186600
1781831505000.0,182555
1781831520000.0,173747
1781831535000.0,163624
1781831550000.0,164947
1781831565000.0,166085
1781831580000.0,177640
1781831595000.0,169475
1781831610000.0,160379
1781831625000.0,161366
1781831640000.0,162494
1781831655000.0,168953
1781831670000.0,181670
1781831685000.0,185809
1781831700000.0,167898
1781831715000.0,160943
1781831730000.0,172785
1781831745000.0,178340
1781831760000.0,165784
1781831775000.0,168953
1781831790000.0,159334
1781831805000.0,183525
1781831820000.0,170204
1781831835000.0,171420
1781831850000.0,192388
1781831865000.0,174218
1781831880000.0,184343
1781831895000.0,179736
1781831910000.0,154853
