time_index,card.nic.bps.avg.r
1781829600000.0,355453880
1781829615000.0,353160012
1781829630000.0,351167120
1781829645000.0,567376400
1781829660000.0,398490360
1781829675000.0,487620600
1781829690000.0,355702160
1781829705000.0,354830056
1781829720000.0,352893056
1781829735000.0,357895220
1781829750000.0,354195660
1781829765000.0,352055840
1781829780000.0,353672640
1781829795000.0,357584320
1781829810000.0,367336984
1781829825000.0,355216720
1781829840000.0,352025064
1781829855000.0,342635960
1781829870000.0,354163360
1781829885000.0,356026320
1781829900000.0,351210960
1781829915000.0,355004340
1781829930000.0,388447104
1781829945000.0,484772960
1781829960000.0,355893440
1781829975000.0,355466680
1781829990000.0,351845040
1781830005000.0,354930760
1781830020000.0,519153600
1781830035000.0,355677840
1781830050000.0,361615028
1781830065000.0,352925464
1781830080000.0,356706600
1781830095000.0,353356696
1781830110000.0,349566640
1781830125000.0,351947680
1781830140000.0,354605336
1781830155000.0,353367040
1781830170000.0,356761960
1781830185000.0,350177720
1781830200000.0,353982480
1781830215000.0,1189314560
1781830230000.0,1436732720
1781830245000.0,1409078880
1781830260000.0,2251025800
1781830275000.0,1919518120
1781830290000.0,1810830960
1781830305000.0,1841766600
1781830320000.0,1803558920
1781830335000.0,1832519200
1781830350000.0,1740610400
1781830365000.0,1705236880
1781830380000.0,1659845720
1781830395000.0,1643974800
1781830410000.0,1653875520
1781830425000.0,1654174920
1781830440000.0,1644691680
1781830455000.0,1641546800
1781830470000.0,1611633880
1781830485000.0,1659620960
1781830500000.0,1611518000
1781830515000.0,1617996200
1781830530000.0,1615243480
1781830545000.0,1615212840
1781830560000.0,1607794880
1781830575000.0,1610970120
1781830590000.0,1608499800
1781830605000.0,1607709080
1781830620000.0,1062903800
1781830635000.0,983732000
1781830650000.0,1130448600
1781830665000.0,984873480
1781830680000.0,981580480
1781830695000.0,983414400
1781830710000.0,1015891240
1781830725000.0,983853360
1781830740000.0,976874800
1781830755000.0,984797800
1781830770000.0,1006575400
1781830785000.0,981912480
1781830800000.0,979075200
1781830815000.0,1274213200
1781830830000.0,978008680
1781830845000.0,984189200
1781830860000.0,1016508400
1781830875000.0,983402920
1781830890000.0,980880680
1781830905000.0,982492000
1781830920000.0,981106080
1781830935000.0,416415560
1781830950000.0,305968680
1781830965000.0,314883560
1781830980000.0,341940800
1781830995000.0,355367016
1781831010000.0,350861544
1781831025000.0,353527016
1781831040000.0,353736240
1781831055000.0,353635280
1781831070000.0,356459700
1781831085000.0,353400600
1781831100000.0,935859320
1781831115000.0,1308657760
1781831130000.0,2217214560
1781831145000.0,2357475600
1781831160000.0,2358528400
1781831175000.0,2368473080
1781831190000.0,2378444400
1781831205000.0,2363023760
1781831220000.0,2363716000
1781831235000.0,2378131880
1781831250000.0,2367744400
1781831265000.0,2367507880
1781831280000.0,2360529320
1781831295000.0,2371804400
1781831310000.0,1790480000
1781831325000.0,1643530840
1781831340000.0,1024609800
1781831355000.0,603078920
1781831370000.0,348900720
1781831385000.0,359486104
1781831400000.0,356220824
1781831415000.0,351371400
1781831430000.0,360602624
1781831445000.0,366192820
1781831460000.0,347557656
